date,demand,rrp,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,year,month,day,weekday,month_sin,month_cos
2015-01-01,99635.03,1382.937923,97319.24,26.41595262,2315.79,-7.24,0.020833334,13.3,26.9,23.6,0.0,0,1,2015,1,1,3,0.49999999999999994,0.8660254037844387
2015-01-04,104330.715,1349.049975,104330.715,25.00556024,0.0,0.0,0.0,16.3,21.4,25.2,4.2,0,0,2015,1,4,6,0.49999999999999994,0.8660254037844387
2015-01-05,118132.2,1441.76931,118132.2,26.72417628,0.0,0.0,0.0,15.0,22.0,30.7,0.0,0,0,2015,1,5,0,0.49999999999999994,0.8660254037844387
2015-01-06,130672.485,1687.680664,130672.485,31.28231073,0.0,0.0,0.0,17.7,26.0,31.6,0.0,0,0,2015,1,6,1,0.49999999999999994,0.8660254037844387
2015-01-08,142015.655,2649.877272,142015.655,49.1172803,0.0,0.0,0.0,23.1,28.2,13.5,19.4,0,0,2015,1,8,3,0.49999999999999994,0.8660254037844387
2015-01-09,121801.155,1860.771941,121801.155,34.49067545,0.0,0.0,0.0,16.5,18.0,3.1,1.2,0,0,2015,1,9,4,0.49999999999999994,0.8660254037844387
2015-01-10,103043.66,1091.399053,103043.66,20.2298249,0.0,0.0,0.0,13.6,21.7,5.6,5.2,0,0,2015,1,10,5,0.49999999999999994,0.8660254037844387
2015-01-11,99865.755,983.7657369,99865.755,18.23476806,0.0,0.0,0.0,15.6,27.5,29.9,0.0,0,0,2015,1,11,6,0.49999999999999994,0.8660254037844387
2015-01-12,131261.125,1817.835009,131261.125,33.69481017,0.0,0.0,0.0,16.1,31.3,31.6,0.0,0,0,2015,1,12,0,0.49999999999999994,0.8660254037844387
2015-01-13,126527.36,1485.667777,126527.36,27.53786427,0.0,0.0,0.0,20.2,25.6,4.2,0.0,0,0,2015,1,13,1,0.49999999999999994,0.8660254037844387
2015-01-14,119741.62,1565.548971,119741.62,29.01851661,0.0,0.0,0.0,18.3,22.7,15.2,15.8,0,0,2015,1,14,2,0.49999999999999994,0.8660254037844387
2015-01-15,118411.22,1669.026268,118411.22,30.93653879,0.0,0.0,0.0,15.8,20.0,14.6,0.0,0,0,2015,1,15,3,0.49999999999999994,0.8660254037844387
2015-01-16,116690.765,1241.669548,116690.765,23.01519088,0.0,0.0,0.0,13.1,27.3,30.3,0.0,0,0,2015,1,16,4,0.49999999999999994,0.8660254037844387
2015-01-17,99371.31,1024.776327,99371.31,18.99492729,0.0,0.0,0.0,15.9,25.0,27.5,0.0,0,0,2015,1,17,5,0.49999999999999994,0.8660254037844387
2015-01-18,97728.75,917.6183336,95473.965,20.91179041,2254.785,-148.26,0.020833334,15.3,19.5,23.4,0.0,0,0,2015,1,18,6,0.49999999999999994,0.8660254037844387
2015-01-19,116883.15,1452.758921,116883.15,26.92787619,0.0,0.0,0.0,13.5,23.6,29.0,0.0,0,0,2015,1,19,0,0.49999999999999994,0.8660254037844387
2015-01-20,128968.125,1245.0621,128968.125,23.07807414,0.0,0.0,0.0,13.0,30.4,19.6,0.0,0,0,2015,1,20,1,0.49999999999999994,0.8660254037844387
2015-01-21,148702.505,1858.222264,148702.505,34.44341546,0.0,0.0,0.0,19.7,33.1,25.8,0.0,0,0,2015,1,21,2,0.49999999999999994,0.8660254037844387
2015-01-22,153232.1,1900.699578,153232.1,35.2307614,0.0,0.0,0.0,18.7,35.8,23.1,0.0,0,0,2015,1,22,3,0.49999999999999994,0.8660254037844387
2015-01-23,138095.2,2190.596602,138095.2,40.60420022,0.0,0.0,0.0,20.2,25.0,28.6,0.0,0,0,2015,1,23,4,0.49999999999999994,0.8660254037844387
2015-01-24,116310.59,1128.741908,116310.59,20.92200015,0.0,0.0,0.0,15.8,26.3,30.3,0.0,0,0,2015,1,24,5,0.49999999999999994,0.8660254037844387
2015-01-25,97959.46,892.4094851,97959.46,16.5414177,0.0,0.0,0.0,14.7,22.0,25.4,0.0,0,0,2015,1,25,6,0.49999999999999994,0.8660254037844387
2015-01-26,103769.48,913.6978907,103769.48,16.9360128,0.0,0.0,0.0,11.6,19.8,19.9,1.0,0,1,2015,1,26,0,0.49999999999999994,0.8660254037844387
2015-01-27,118393.31,1144.07927,118393.31,21.2062886,0.0,0.0,0.0,11.7,19.1,17.7,0.6,0,0,2015,1,27,1,0.49999999999999994,0.8660254037844387
2015-01-28,116763.725,918.4360729,116763.725,17.02383824,0.0,0.0,0.0,13.3,25.4,27.0,0.0,0,0,2015,1,28,2,0.49999999999999994,0.8660254037844387
2015-01-29,119313.73,1058.759436,119313.73,19.62482736,0.0,0.0,0.0,12.8,22.2,28.9,0.0,1,0,2015,1,29,3,0.49999999999999994,0.8660254037844387
2015-01-30,121018.15,1134.533761,121018.15,21.02935608,0.0,0.0,0.0,13.1,21.0,27.6,0.0,1,0,2015,1,30,4,0.49999999999999994,0.8660254037844387
2015-01-31,103822.97,892.270781,103822.97,16.53884673,0.0,0.0,0.0,14.3,20.2,26.2,0.0,1,0,2015,1,31,5,0.49999999999999994,0.8660254037844387
2015-02-01,100178.84,786.5286567,100178.84,14.57884442,0.0,0.0,0.0,13.2,19.0,17.3,9.2,1,0,2015,2,1,6,0.8660254037844386,0.5000000000000001
2015-02-02,118694.16,1201.468237,118694.16,22.27003219,0.0,0.0,0.0,13.5,21.1,23.9,3.8,1,0,2015,2,2,0,0.8660254037844386,0.5000000000000001
2015-02-03,122880.13,1456.856754,122880.13,27.00383233,0.0,0.0,0.0,16.1,20.0,22.7,0.0,1,0,2015,2,3,1,0.8660254037844386,0.5000000000000001
2015-02-04,117398.03,1500.30279,117398.03,27.8091342,0.0,0.0,0.0,14.8,19.0,21.2,0.0,1,0,2015,2,4,2,0.8660254037844386,0.5000000000000001
2015-02-05,122279.425,1693.197591,122279.425,31.38457074,0.0,0.0,0.0,13.3,24.2,28.8,0.0,1,0,2015,2,5,3,0.8660254037844386,0.5000000000000001
2015-02-06,141837.005,2095.427726,141837.005,38.84018027,0.0,0.0,0.0,14.5,35.7,28.4,0.0,1,0,2015,2,6,4,0.8660254037844386,0.5000000000000001
2015-02-07,132138.365,1551.694081,132138.365,28.76170678,0.0,0.0,0.0,18.8,35.0,16.1,0.0,1,0,2015,2,7,5,0.8660254037844386,0.5000000000000001
2015-02-08,112108.215,1293.403051,112108.215,23.9741066,0.0,0.0,0.0,18.9,21.5,16.6,0.0,1,0,2015,2,8,6,0.8660254037844386,0.5000000000000001
2015-02-09,126813.075,1559.647817,126813.075,28.90913471,0.0,0.0,0.0,13.6,28.3,28.6,0.0,1,0,2015,2,9,0,0.8660254037844386,0.5000000000000001
2015-02-10,145948.565,2024.344269,145948.565,37.52259998,0.0,0.0,0.0,16.4,27.8,27.7,0.0,1,0,2015,2,10,1,0.8660254037844386,0.5000000000000001
2015-02-11,149322.85,1761.761759,149322.85,32.6554543,0.0,0.0,0.0,18.1,26.8,24.1,0.0,1,0,2015,2,11,2,0.8660254037844386,0.5000000000000001
2015-02-12,131376.78,1433.809455,131376.78,26.57663494,0.0,0.0,0.0,17.8,21.9,23.8,0.0,1,0,2015,2,12,3,0.8660254037844386,0.5000000000000001
2015-02-13,136070.62,1010.859564,133078.54,26.32285732,2992.08,-318.66,0.020833334,16.1,32.4,14.9,0.0,1,0,2015,2,13,4,0.8660254037844386,0.5000000000000001
2015-02-14,119692.025,1091.953569,119692.025,20.24010323,0.0,0.0,0.0,19.0,25.1,20.8,19.6,1,0,2015,2,14,5,0.8660254037844386,0.5000000000000001
2015-02-15,125287.71,1326.316885,125287.71,24.58418694,0.0,0.0,0.0,18.2,34.4,25.7,0.4,1,0,2015,2,15,6,0.8660254037844386,0.5000000000000001
2015-02-16,131832.63,1723.65074,131832.63,31.9490406,0.0,0.0,0.0,17.4,24.6,26.3,0.0,1,0,2015,2,16,0,0.8660254037844386,0.5000000000000001
2015-02-17,127666.01,1631.995559,127666.01,30.25014939,0.0,0.0,0.0,17.6,20.6,8.3,0.0,1,0,2015,2,17,1,0.8660254037844386,0.5000000000000001
2015-02-18,125972.765,1631.221019,125972.765,30.23579275,0.0,0.0,0.0,17.7,21.2,7.8,0.0,1,0,2015,2,18,2,0.8660254037844386,0.5000000000000001
2015-02-19,139399.69,1812.663929,139399.69,33.59896068,0.0,0.0,0.0,18.2,26.9,24.7,0.0,1,0,2015,2,19,3,0.8660254037844386,0.5000000000000001
2015-02-20,139465.675,1809.411329,139465.675,33.53867153,0.0,0.0,0.0,17.4,25.3,24.7,0.0,1,0,2015,2,20,4,0.8660254037844386,0.5000000000000001
2015-02-22,138016.35,1748.504783,138016.35,32.40972721,0.0,0.0,0.0,20.3,35.3,11.7,1.6,1,0,2015,2,22,6,0.8660254037844386,0.5000000000000001
2015-02-23,135255.815,1533.109511,132597.755,32.03187565,2658.06,-151.9,0.020833334,21.1,29.3,4.7,0.0,1,0,2015,2,23,0,0.8660254037844386,0.5000000000000001
2015-02-24,120263.515,1432.858692,120263.515,26.5590119,0.0,0.0,0.0,15.9,20.1,21.4,3.2,1,0,2015,2,24,1,0.8660254037844386,0.5000000000000001
2015-02-25,130062.755,1797.789315,130062.755,33.32324959,0.0,0.0,0.0,14.0,27.0,24.1,0.0,1,0,2015,2,25,2,0.8660254037844386,0.5000000000000001
2015-02-26,131525.855,2108.720902,131525.855,39.08657834,0.0,0.0,0.0,16.0,23.2,18.5,0.0,1,0,2015,2,26,3,0.8660254037844386,0.5000000000000001
2015-02-27,131069.4,1960.489673,131069.4,36.33901155,0.0,0.0,0.0,14.8,24.3,21.7,0.0,1,0,2015,2,27,4,0.8660254037844386,0.5000000000000001
2015-02-28,116275.73,1356.471903,116275.73,25.14313073,0.0,0.0,0.0,17.9,32.3,6.9,0.0,1,0,2015,2,28,5,0.8660254037844386,0.5000000000000001
2015-03-01,103462.78,1326.422692,103462.78,24.58614815,0.0,0.0,0.0,15.2,20.8,23.3,15.8,1,0,2015,3,1,6,1.0,6.123233995736766e-17
2015-03-02,123301.835,1789.33409,123301.835,33.16652623,0.0,0.0,0.0,11.6,23.0,22.0,0.0,1,0,2015,3,2,0,1.0,6.123233995736766e-17
2015-03-03,126750.29,2359.743713,126750.29,43.73945714,0.0,0.0,0.0,15.5,22.7,21.2,0.0,1,0,2015,3,3,1,1.0,6.123233995736766e-17
2015-03-04,120764.185,2009.771507,120764.185,37.25248391,0.0,0.0,0.0,15.4,23.5,23.0,0.0,1,0,2015,3,4,2,1.0,6.123233995736766e-17
2015-03-05,114967.345,1366.166576,114967.345,25.3228281,0.0,0.0,0.0,12.6,18.6,22.5,0.8,1,0,2015,3,5,3,1.0,6.123233995736766e-17
2015-03-06,117053.75,1497.140645,117053.75,27.75052169,0.0,0.0,0.0,14.1,21.1,10.8,0.2,1,0,2015,3,6,4,1.0,6.123233995736766e-17
2015-03-07,108344.575,1193.007924,108344.575,22.11321454,0.0,0.0,0.0,15.4,22.6,10.8,0.2,1,0,2015,3,7,5,1.0,6.123233995736766e-17
2015-03-08,106348.78,1109.990721,106348.78,20.57443413,0.0,0.0,0.0,16.2,24.4,20.4,0.0,1,0,2015,3,8,6,1.0,6.123233995736766e-17
2015-03-09,108282.48,1284.445283,108282.48,23.80806827,0.0,0.0,0.0,14.4,23.8,18.6,0.0,1,1,2015,3,9,0,1.0,6.123233995736766e-17
2015-03-10,125828.53,1713.654268,125828.53,31.76374918,0.0,0.0,0.0,16.2,21.7,22.1,0.0,1,0,2015,3,10,1,1.0,6.123233995736766e-17
2015-03-11,124418.415,1812.530791,124418.415,33.59649288,0.0,0.0,0.0,11.2,23.8,22.3,0.0,1,0,2015,3,11,2,1.0,6.123233995736766e-17
2015-03-12,121683.65,1404.885293,121683.65,26.04050589,0.0,0.0,0.0,13.0,19.9,18.7,0.0,1,0,2015,3,12,3,1.0,6.123233995736766e-17
2015-03-13,120929.815,1305.339846,120929.815,24.19536323,0.0,0.0,0.0,14.4,20.4,21.2,0.0,1,0,2015,3,13,4,1.0,6.123233995736766e-17
2015-03-14,108738.82,938.4348698,108738.82,17.39452956,0.0,0.0,0.0,9.4,30.1,20.0,0.0,1,0,2015,3,14,5,1.0,6.123233995736766e-17
2015-03-15,100170.295,775.4287127,100170.295,14.3730994,0.0,0.0,0.0,13.1,18.3,17.5,2.2,1,0,2015,3,15,6,1.0,6.123233995736766e-17
2015-03-16,123787.075,1222.550156,123787.075,22.66079993,0.0,0.0,0.0,10.5,25.5,14.5,0.0,1,0,2015,3,16,0,1.0,6.123233995736766e-17
2015-03-17,125600.86,1153.751473,125600.86,21.38556947,0.0,0.0,0.0,13.0,26.2,4.8,0.0,1,0,2015,3,17,1,1.0,6.123233995736766e-17
2015-03-18,127975.815,1318.464505,127975.815,24.43863773,0.0,0.0,0.0,17.8,24.4,9.4,1.4,1,0,2015,3,18,2,1.0,6.123233995736766e-17
2015-03-19,128319.45,1325.456601,128319.45,24.56824098,0.0,0.0,0.0,16.5,33.5,15.1,0.0,1,0,2015,3,19,3,1.0,6.123233995736766e-17
2015-03-20,119491.32,1298.477386,119491.32,24.06816285,0.0,0.0,0.0,14.2,19.6,19.9,0.0,1,0,2015,3,20,4,1.0,6.123233995736766e-17
2015-03-21,106754.8,1104.556903,106754.8,20.47371461,0.0,0.0,0.0,11.9,22.7,20.8,0.0,1,0,2015,3,21,5,1.0,6.123233995736766e-17
2015-03-22,106555.03,1020.663627,106555.03,18.91869559,0.0,0.0,0.0,11.3,28.8,19.9,0.0,1,0,2015,3,22,6,1.0,6.123233995736766e-17
2015-03-23,122810.05,1439.689629,122810.05,26.68562798,0.0,0.0,0.0,13.6,27.0,3.9,0.0,1,0,2015,3,23,0,1.0,6.123233995736766e-17
2015-03-24,123234.935,1837.456046,123234.935,34.05849946,0.0,0.0,0.0,12.6,15.3,3.8,1.4,1,0,2015,3,24,1,1.0,6.123233995736766e-17
2015-03-25,122268.86,1540.205291,122268.86,28.54875424,0.0,0.0,0.0,13.0,20.4,13.8,0.4,1,0,2015,3,25,2,1.0,6.123233995736766e-17
2015-03-26,121998.2,1185.355028,121998.2,21.9713629,0.0,0.0,0.0,9.8,18.0,9.9,0.4,1,0,2015,3,26,3,1.0,6.123233995736766e-17
2015-03-27,122346.335,1390.37784,122346.335,25.77160038,0.0,0.0,0.0,11.6,18.1,11.2,0.2,0,0,2015,3,27,4,1.0,6.123233995736766e-17
2015-03-28,112187.715,1579.190341,112187.715,29.27136869,0.0,0.0,0.0,12.7,19.1,14.4,0.0,0,0,2015,3,28,5,1.0,6.123233995736766e-17
2015-03-29,106418.665,1331.093047,106418.665,24.67271635,0.0,0.0,0.0,8.5,22.7,18.6,0.0,0,0,2015,3,29,6,1.0,6.123233995736766e-17
2015-03-30,123061.87,1820.832068,123061.87,33.7503627,0.0,0.0,0.0,10.6,23.1,18.1,0.0,0,0,2015,3,30,0,1.0,6.123233995736766e-17
2015-03-31,125795.325,1717.582929,125795.325,31.83656958,0.0,0.0,0.0,11.2,25.3,18.1,0.0,0,0,2015,3,31,1,1.0,6.123233995736766e-17
2015-04-01,122042.265,1411.753126,122042.265,26.16780586,0.0,0.0,0.0,13.3,29.0,10.7,0.0,0,0,2015,4,1,2,0.8660254037844387,-0.4999999999999998
2015-04-02,113838.41,1265.680519,113838.41,23.46025058,0.0,0.0,0.0,12.8,17.2,17.5,0.2,0,0,2015,4,2,3,0.8660254037844387,-0.4999999999999998
2015-04-03,98891.06,1129.67947,98891.06,20.9393785,0.0,0.0,0.0,8.0,20.9,17.4,0.0,0,1,2015,4,3,4,0.8660254037844387,-0.4999999999999998
2015-04-04,103999.17,1250.99563,103999.17,23.18805617,0.0,0.0,0.0,8.5,23.5,16.2,0.0,0,1,2015,4,4,5,0.8660254037844387,-0.4999999999999998
2015-04-05,103685.45,1106.441688,103685.45,20.50865038,0.0,0.0,0.0,10.2,18.5,9.8,0.0,0,0,2015,4,5,6,0.8660254037844387,-0.4999999999999998
2015-04-06,107383.37,919.7694151,107383.37,17.04855264,0.0,0.0,0.0,11.2,18.4,13.0,0.0,0,1,2015,4,6,0,0.8660254037844387,-0.4999999999999998
2015-04-07,120235.505,1152.342866,118471.68,21.69413772,1763.825,-1.12,0.020833334,12.4,17.3,3.9,0.0,0,0,2015,4,7,1,0.8660254037844387,-0.4999999999999998
2015-04-08,122129.775,1359.972491,122129.775,25.20801652,0.0,0.0,0.0,13.3,17.7,12.6,5.6,0,0,2015,4,8,2,0.8660254037844387,-0.4999999999999998
2015-04-09,123990.76,1359.96083,123990.76,25.20780037,0.0,0.0,0.0,8.7,19.1,10.9,0.0,0,0,2015,4,9,3,0.8660254037844387,-0.4999999999999998
2015-04-10,121753.115,1385.280127,121753.115,25.6771108,0.0,0.0,0.0,8.6,18.7,15.9,0.0,0,0,2015,4,10,4,0.8660254037844387,-0.4999999999999998
2015-04-11,110034.165,1243.866469,110034.165,23.05591231,0.0,0.0,0.0,11.6,23.7,14.9,0.0,0,0,2015,4,11,5,0.8660254037844387,-0.4999999999999998
2015-04-12,103760.225,1189.761356,103760.225,22.05303719,0.0,0.0,0.0,12.1,18.3,13.4,0.0,0,0,2015,4,12,6,0.8660254037844387,-0.4999999999999998
2015-04-13,125107.78,1586.577196,125107.78,29.40828908,0.0,0.0,0.0,7.3,19.1,14.9,0.0,0,0,2015,4,13,0,0.8660254037844387,-0.4999999999999998
2015-04-14,127793.38,1672.189725,127793.38,30.99517563,0.0,0.0,0.0,10.5,24.7,8.4,1.6,1,0,2015,4,14,1,0.8660254037844387,-0.4999999999999998
2015-04-15,126673.935,1677.33563,126673.935,31.09055848,0.0,0.0,0.0,13.9,27.6,12.8,2.4,1,0,2015,4,15,2,0.8660254037844387,-0.4999999999999998
2015-04-16,126937.94,2194.767402,126937.94,40.68150885,0.0,0.0,0.0,15.6,17.8,10.9,0.0,1,0,2015,4,16,3,0.8660254037844387,-0.4999999999999998
2015-04-17,131031.415,1833.625885,131031.415,33.98750482,0.0,0.0,0.0,10.1,17.1,7.5,0.0,1,0,2015,4,17,4,0.8660254037844387,-0.4999999999999998
2015-04-18,109763.985,1410.259957,109763.985,26.14012894,0.0,0.0,0.0,13.5,21.9,9.9,3.6,1,0,2015,4,18,5,0.8660254037844387,-0.4999999999999998
2015-04-19,107160.54,1323.970465,107160.54,24.54069444,0.0,0.0,0.0,9.7,14.7,11.0,6.4,1,0,2015,4,19,6,0.8660254037844387,-0.4999999999999998
2015-04-20,126696.19,1816.883636,126696.19,33.67717583,0.0,0.0,0.0,7.0,16.2,12.7,1.4,1,0,2015,4,20,0,0.8660254037844387,-0.4999999999999998
2015-04-21,127973.585,1644.026815,127973.585,30.4731569,0.0,0.0,0.0,6.5,17.7,13.8,0.0,1,0,2015,4,21,1,0.8660254037844387,-0.4999999999999998
2015-04-22,128598.495,1979.710548,128598.495,36.69528357,0.0,0.0,0.0,9.1,19.5,7.1,0.0,1,0,2015,4,22,2,0.8660254037844387,-0.4999999999999998
2015-04-23,126483.805,1911.043052,126483.805,35.42248474,0.0,0.0,0.0,12.2,19.2,7.5,0.0,1,0,2015,4,23,3,0.8660254037844387,-0.4999999999999998
2015-04-24,126230.785,1969.063663,126230.785,36.4979363,0.0,0.0,0.0,14.4,21.1,7.8,0.0,1,0,2015,4,24,4,0.8660254037844387,-0.4999999999999998
2015-04-25,111803.625,1401.529748,111803.625,25.97830858,0.0,0.0,0.0,11.6,15.0,3.5,3.0,1,1,2015,4,25,5,0.8660254037844387,-0.4999999999999998
2015-04-26,108217.82,1562.144896,108217.82,28.95541976,0.0,0.0,0.0,10.4,15.4,5.9,7.0,1,0,2015,4,26,6,0.8660254037844387,-0.4999999999999998
2015-04-27,127855.22,2625.912038,127855.22,48.67306836,0.0,0.0,0.0,10.5,15.1,8.3,4.0,1,0,2015,4,27,0,0.8660254037844387,-0.4999999999999998
2015-04-28,132642.14,2496.160456,132642.14,46.2680344,0.0,0.0,0.0,10.1,16.0,8.9,1.6,1,0,2015,4,28,1,0.8660254037844387,-0.4999999999999998
2015-04-29,132814.615,2148.818837,132814.615,39.82982089,0.0,0.0,0.0,7.4,17.1,12.6,0.0,1,0,2015,4,29,2,0.8660254037844387,-0.4999999999999998
2015-04-30,132669.58,2109.048592,132669.58,39.09265231,0.0,0.0,0.0,6.4,19.6,12.3,0.0,1,0,2015,4,30,3,0.8660254037844387,-0.4999999999999998
2015-05-01,126304.445,2561.24723,126304.445,47.4744621,0.0,0.0,0.0,7.9,23.1,12.1,0.0,1,0,2015,5,1,4,0.49999999999999994,-0.8660254037844387
2015-05-02,108487.975,1394.717552,108487.975,25.8520399,0.0,0.0,0.0,11.6,22.2,6.1,0.0,1,0,2015,5,2,5,0.49999999999999994,-0.8660254037844387
2015-05-03,109233.34,1652.330053,109233.34,30.62706307,0.0,0.0,0.0,9.7,18.2,11.2,0.0,1,0,2015,5,3,6,0.49999999999999994,-0.8660254037844387
2015-05-04,122375.47,1553.923897,122375.47,28.80303794,0.0,0.0,0.0,7.5,22.3,11.6,0.0,1,0,2015,5,4,0,0.49999999999999994,-0.8660254037844387
2015-05-05,123734.865,1477.331407,123734.865,27.38334397,0.0,0.0,0.0,9.2,18.1,7.1,0.6,1,0,2015,5,5,1,0.49999999999999994,-0.8660254037844387
2015-05-06,129121.86,1403.918697,129121.86,26.02258938,0.0,0.0,0.0,9.5,16.2,7.6,1.4,1,0,2015,5,6,2,0.49999999999999994,-0.8660254037844387
2015-05-07,131237.185,1568.97552,131237.185,29.08203003,0.0,0.0,0.0,10.3,15.6,6.9,2.2,1,0,2015,5,7,3,0.49999999999999994,-0.8660254037844387
2015-05-08,131138.73,1568.629108,131138.73,29.07560905,0.0,0.0,0.0,10.5,15.9,5.9,0.2,1,0,2015,5,8,4,0.49999999999999994,-0.8660254037844387
2015-05-09,108377.05,1057.547347,108377.05,19.60236047,0.0,0.0,0.0,12.8,18.7,7.3,0.0,1,0,2015,5,9,5,0.49999999999999994,-0.8660254037844387
2015-05-10,103811.28,716.4474089,84331.03,18.30634177,19480.25,-8.480147303,0.22916667,12.8,16.6,5.9,8.6,1,0,2015,5,10,6,0.49999999999999994,-0.8660254037844387
2015-05-11,123740.245,1536.252652,121962.52,28.93165225,1777.725,-2.82,0.020833334,12.4,15.9,7.9,2.6,1,0,2015,5,11,0,0.49999999999999994,-0.8660254037844387
2015-05-12,129312.58,1529.771617,129312.58,28.35535897,0.0,0.0,0.0,12.8,17.4,5.9,0.0,1,0,2015,5,12,1,0.49999999999999994,-0.8660254037844387
2015-05-13,136903.27,1812.876552,136903.27,33.6029018,0.0,0.0,0.0,6.3,12.8,8.7,6.8,1,0,2015,5,13,2,0.49999999999999994,-0.8660254037844387
2015-05-14,135217.65,1946.78446,135217.65,36.08497609,0.0,0.0,0.0,7.3,14.6,6.7,4.4,1,0,2015,5,14,3,0.49999999999999994,-0.8660254037844387
2015-05-15,135172.41,1774.318492,135172.41,32.88820189,0.0,0.0,0.0,11.5,14.5,6.2,1.8,1,0,2015,5,15,4,0.49999999999999994,-0.8660254037844387
2015-05-16,117136.63,1894.689231,117136.63,35.11935553,0.0,0.0,0.0,11.3,16.2,10.4,0.0,1,0,2015,5,16,5,0.49999999999999994,-0.8660254037844387
2015-05-17,111897.085,1648.042991,111897.085,30.54759947,0.0,0.0,0.0,7.4,20.5,10.3,0.0,1,0,2015,5,17,6,0.49999999999999994,-0.8660254037844387
2015-05-18,127524.8,2122.05381,127524.8,39.33371288,0.0,0.0,0.0,7.2,20.4,10.2,0.0,1,0,2015,5,18,0,0.49999999999999994,-0.8660254037844387
2015-05-19,133235.48,1836.367242,133235.48,34.03831774,0.0,0.0,0.0,9.9,16.2,3.2,0.0,1,0,2015,5,19,1,0.49999999999999994,-0.8660254037844387
2015-05-20,127522.71,1671.159841,127522.71,30.97608603,0.0,0.0,0.0,13.6,18.1,6.0,2.4,1,0,2015,5,20,2,0.49999999999999994,-0.8660254037844387
2015-05-21,135361.195,1921.806815,135361.195,35.62199843,0.0,0.0,0.0,10.3,13.6,3.5,6.2,1,0,2015,5,21,3,0.49999999999999994,-0.8660254037844387
2015-05-22,133422.46,1867.430982,133422.46,34.61410533,0.0,0.0,0.0,9.1,14.1,6.7,0.4,1,0,2015,5,22,4,0.49999999999999994,-0.8660254037844387
2015-05-23,119331.85,1684.695804,119331.85,31.22698432,0.0,0.0,0.0,10.4,13.3,7.7,0.0,1,0,2015,5,23,5,0.49999999999999994,-0.8660254037844387
2015-05-24,118783.085,1699.061299,118783.085,31.49325856,0.0,0.0,0.0,6.0,15.6,8.6,0.0,1,0,2015,5,24,6,0.49999999999999994,-0.8660254037844387
2015-05-25,136690.92,2784.377312,136690.92,51.61033015,0.0,0.0,0.0,7.4,17.1,8.1,0.0,1,0,2015,5,25,0,0.49999999999999994,-0.8660254037844387
2015-05-26,140886.995,2503.377845,140886.995,46.40181363,0.0,0.0,0.0,5.4,15.6,6.8,0.0,1,0,2015,5,26,1,0.49999999999999994,-0.8660254037844387
2015-05-27,133103.37,1612.24565,133103.37,29.88407137,0.0,0.0,0.0,7.9,18.7,7.4,0.0,1,0,2015,5,27,2,0.49999999999999994,-0.8660254037844387
2015-05-28,127900.235,1407.927163,127900.235,26.09688903,0.0,0.0,0.0,13.1,19.7,8.4,0.0,1,0,2015,5,28,3,0.49999999999999994,-0.8660254037844387
2015-05-29,132338.94,1607.903144,132338.94,29.80358005,0.0,0.0,0.0,9.5,15.8,6.6,0.0,1,0,2015,5,29,4,0.49999999999999994,-0.8660254037844387
2015-05-30,114669.79,1027.684151,114669.79,19.04882579,0.0,0.0,0.0,11.0,17.3,8.0,0.0,1,0,2015,5,30,5,0.49999999999999994,-0.8660254037844387
2015-05-31,113261.26,1001.997924,113261.26,18.57271408,0.0,0.0,0.0,12.3,16.8,4.9,0.0,1,0,2015,5,31,6,0.49999999999999994,-0.8660254037844387
2015-06-01,140919.995,1992.272432,140919.995,36.92812664,0.0,0.0,0.0,5.2,12.2,8.1,8.2,1,0,2015,6,1,0,1.2246467991473532e-16,-1.0
2015-06-02,148534.505,3229.233001,148534.505,59.85603338,0.0,0.0,0.0,7.1,11.4,4.6,4.2,1,0,2015,6,2,1,1.2246467991473532e-16,-1.0
2015-06-03,146902.95,2727.85678,146902.95,50.5626836,0.0,0.0,0.0,8.1,13.6,8.2,0.8,1,0,2015,6,3,2,1.2246467991473532e-16,-1.0
2015-06-04,147155.265,1783.062865,147155.265,33.05028479,0.0,0.0,0.0,4.4,11.3,5.5,0.0,1,0,2015,6,4,3,1.2246467991473532e-16,-1.0
2015-06-05,142625.035,2048.294773,142625.035,37.96653889,0.0,0.0,0.0,7.0,15.0,7.0,4.2,1,0,2015,6,5,4,1.2246467991473532e-16,-1.0
2015-06-06,120128.295,1628.283663,120128.295,30.18134685,0.0,0.0,0.0,9.2,16.6,6.4,0.2,1,0,2015,6,6,5,1.2246467991473532e-16,-1.0
2015-06-07,109609.685,1261.371763,109609.685,23.38038485,0.0,0.0,0.0,11.2,14.5,6.9,0.0,1,0,2015,6,7,6,1.2246467991473532e-16,-1.0
2015-06-08,110715.815,1314.094489,110715.815,24.3576365,0.0,0.0,0.0,11.1,18.5,8.2,0.0,1,1,2015,6,8,0,1.2246467991473532e-16,-1.0
2015-06-09,132854.135,1980.735143,132854.135,36.71427512,0.0,0.0,0.0,10.3,13.5,8.6,4.0,1,0,2015,6,9,1,1.2246467991473532e-16,-1.0
2015-06-10,144125.525,2145.383116,144125.525,39.76613747,0.0,0.0,0.0,7.5,13.4,7.1,0.0,1,0,2015,6,10,2,1.2246467991473532e-16,-1.0
2015-06-11,143465.445,2022.144695,143465.445,37.48182938,0.0,0.0,0.0,5.7,14.0,8.3,,1,0,2015,6,11,3,1.2246467991473532e-16,-1.0
