dae,demand,rrp,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,year,month,day,weekday,month_sin,month_cos,fr_RRP
,122106.95,5128.744591,122106.95,5128.744591,0.0,0.0,0.0,3.8,13.4,9.0,0.0,1,1,,,,,,,51.28744591
,138466.56,4901.093645,138466.56,4901.093645,0.0,0.0,0.0,8.6,15.6,8.3,0.0,1,0,,,,,,,49.01093645
,140904.59,4985.856463,140904.59,4985.856463,0.0,0.0,0.0,6.0,17.9,9.2,0.0,1,0,,,,,,,49.85856463
,140741.165,4851.677586,140741.165,4851.677586,0.0,0.0,0.0,7.8,14.3,5.1,0.0,1,0,,,,,,,48.51677586
,138023.11,5371.99974,138023.11,5371.99974,0.0,0.0,0.0,9.3,15.1,3.5,4.2,1,0,,,,,,,53.7199974
,123162.185,3395.29017,123162.185,3395.29017,0.0,0.0,0.0,10.0,12.7,5.3,8.6,1,0,,,,,,,33.9529017
,119662.165,4282.811134,119662.165,4282.811134,0.0,0.0,0.0,7.3,13.5,7.2,0.4,1,0,,,,,,,42.82811134
,134435.115,6197.510457,134435.115,6197.510457,0.0,0.0,0.0,9.1,13.2,3.4,3.6,1,0,,,,,,,61.97510457
,137511.315,3353.249523,137511.315,3353.249523,0.0,0.0,0.0,10.4,14.7,7.0,3.2,1,0,,,,,,,33.53249523
,133813.285,3170.050131,133813.285,3170.050131,0.0,0.0,0.0,11.2,15.4,6.6,0.0,1,0,,,,,,,31.70050131
,136740.005,4225.308981,136740.005,4225.308981,0.0,0.0,0.0,10.4,14.8,7.2,0.6,1,0,,,,,,,42.25308981
,144658.38,3665.28187,144658.38,3665.28187,0.0,0.0,0.0,6.9,10.7,5.8,13.8,0,0,,,,,,,36.6528187
,131730.835,5382.22738,131730.835,5382.22738,0.0,0.0,0.0,5.6,12.7,8.8,2.0,0,0,,,,,,,53.8222738
,126455.935,6497.797378,126455.935,6497.797378,0.0,0.0,0.0,3.0,11.1,7.7,0.2,0,0,,,,,,,64.97797378
,148639.995,6870.349478,148639.995,6870.349478,0.0,0.0,0.0,4.8,10.6,4.7,0.2,0,0,,,,,,,68.70349478
,142146.31,5949.627055,142146.31,5949.627055,0.0,0.0,0.0,5.0,17.0,7.8,0.2,0,0,,,,,,,59.49627055
,136071.965,4322.756864,136071.965,4322.756864,0.0,0.0,0.0,8.9,15.8,8.9,0.2,0,0,,,,,,,43.22756864
,141078.46,6210.610461,141078.46,6210.610461,0.0,0.0,0.0,10.3,11.7,5.6,0.0,0,0,,,,,,,62.10610461
,136676.715,6350.564983,136676.715,6350.564983,0.0,0.0,0.0,7.3,14.1,7.1,6.4,0,0,,,,,,,63.50564983
,118683.565,4880.129458,118683.565,4880.129458,0.0,0.0,0.0,9.9,16.5,6.7,0.2,0,0,,,,,,,48.80129458
,112556.405,3700.812961,112556.405,3700.812961,0.0,0.0,0.0,10.9,16.7,7.8,0.0,0,0,,,,,,,37.00812961
,135712.245,6697.184976,135712.245,6697.184976,0.0,0.0,0.0,10.4,12.7,3.6,0.0,0,0,,,,,,,66.97184976
,142401.795,7940.775981,142401.795,7940.775981,0.0,0.0,0.0,8.2,12.8,1.8,0.6,0,0,,,,,,,79.40775981
,134056.095,6294.999921,134056.095,6294.999921,0.0,0.0,0.0,9.8,13.0,4.6,22.6,0,0,,,,,,,62.94999921
,138768.045,9544.404355,138768.045,9544.404355,0.0,0.0,0.0,10.5,13.7,4.1,3.8,0,0,,,,,,,95.44404355
,136690.05,6195.84475,136690.05,6195.84475,0.0,0.0,0.0,9.7,15.3,7.4,0.8,0,0,,,,,,,61.9584475
,122369.535,5694.34568,122369.535,5694.34568,0.0,0.0,0.0,5.3,15.2,9.5,0.2,0,0,,,,,,,56.9434568
,119218.23,1951.221105,119218.23,1951.221105,0.0,0.0,0.0,6.5,14.2,3.6,0.0,0,0,,,,,,,19.51221105
,128207.125,2420.093418,128207.125,2420.093418,0.0,0.0,0.0,8.3,16.0,7.6,3.6,0,0,,,,,,,24.20093418
,137582.195,2652.154254,132525.93,2652.154254,5056.265,0.0,0.041666668,10.7,13.7,8.1,0.0,1,0,,,,,,,26.52154254
,145728.26,3556.112358,145728.26,3556.112358,0.0,0.0,0.0,4.5,12.0,9.0,0.4,1,0,,,,,,,35.56112358
,144103.705,4106.536569,144103.705,4106.536569,0.0,0.0,0.0,6.6,14.0,7.8,1.0,1,0,,,,,,,41.06536569
,141166.85,4289.435046,141166.85,4289.435046,0.0,0.0,0.0,8.8,14.1,7.2,0.0,1,0,,,,,,,42.89435046
,120659.15,3975.813893,120659.15,3975.813893,0.0,0.0,0.0,7.8,13.7,10.2,0.0,1,0,,,,,,,39.75813893
,113418.125,2632.134466,113418.125,2632.134466,0.0,0.0,0.0,3.1,16.1,10.3,0.0,1,0,,,,,,,26.32134466
,127367.015,2367.947434,127367.015,2367.947434,0.0,0.0,0.0,9.6,17.7,8.8,0.0,1,0,,,,,,,23.67947434
,137028.05,2668.031959,137028.05,2668.031959,0.0,0.0,0.0,12.6,16.0,5.7,0.0,1,0,,,,,,,26.68031959
,136850.14,2823.287227,136850.14,2823.287227,0.0,0.0,0.0,9.8,16.1,9.2,1.8,1,0,,,,,,,28.23287227
,136127.125,2423.786447,136127.125,2423.786447,0.0,0.0,0.0,6.9,18.1,7.4,1.8,1,0,,,,,,,24.23786447
,128777.82,1137.898233,119021.91,1137.898233,9755.91,0.0,0.104166664,9.2,18.3,5.1,7.8,1,0,,,,,,,11.37898233
,119888.575,3383.16603,114203.225,3383.16603,5685.35,0.0,0.0625,7.5,11.6,9.0,2.8,1,0,,,,,,,33.8316603
,120126.905,2817.64711,120126.905,2817.64711,0.0,0.0,0.0,4.7,11.4,10.3,0.8,1,0,,,,,,,28.1764711
,138134.635,2049.031068,138134.635,2049.031068,0.0,0.0,0.0,6.3,14.3,7.5,0.0,1,0,,,,,,,20.49031068
,146465.69,2588.048719,146465.69,2588.048719,0.0,0.0,0.0,6.5,11.0,7.2,4.8,1,0,,,,,,,25.88048719
,143209.755,1963.643117,143209.755,1963.643117,0.0,0.0,0.0,7.5,12.9,6.9,0.4,1,0,,,,,,,19.63643117
,142341.635,2242.264438,142341.635,2242.264438,0.0,0.0,0.0,6.9,15.2,6.3,0.0,1,0,,,,,,,22.42264438
,139822.93,1827.26934,139822.93,1827.26934,0.0,0.0,0.0,10.2,15.3,5.0,0.0,1,0,,,,,,,18.2726934
,121548.535,1340.632059,121548.535,1340.632059,0.0,0.0,0.0,9.1,13.8,8.5,2.4,1,0,,,,,,,13.40632059
,114481.28,1822.3367,114481.28,1822.3367,0.0,0.0,0.0,10.3,17.0,11.3,2.0,1,0,,,,,,,18.223367
,137934.845,2480.574029,137934.845,2480.574029,0.0,0.0,0.0,11.2,14.4,5.2,2.8,1,0,,,,,,,24.80574029
,137301.69,2621.861592,137301.69,2621.861592,0.0,0.0,0.0,8.5,13.4,11.2,14.4,1,0,,,,,,,26.21861592
,140922.715,3130.694188,140922.715,3130.694188,0.0,0.0,0.0,8.7,12.8,8.4,2.8,1,0,,,,,,,31.30694188
,142671.51,2781.946974,142671.51,2781.946974,0.0,0.0,0.0,4.9,14.6,11.1,0.8,1,0,,,,,,,27.81946974
,145491.33,3787.458135,145491.33,3787.458135,0.0,0.0,0.0,3.4,14.6,8.7,0.0,1,0,,,,,,,37.87458135
,130907.095,2934.776324,130907.095,2934.776324,0.0,0.0,0.0,5.8,14.4,7.0,0.0,1,0,,,,,,,29.34776324
,120379.285,1774.134416,120379.285,1774.134416,0.0,0.0,0.0,7.6,16.6,10.4,0.0,1,0,,,,,,,17.74134416
,138506.45,1894.606428,138506.45,1894.606428,0.0,0.0,0.0,5.0,14.2,8.0,0.0,1,0,,,,,,,18.94606428
,132819.535,1580.38539,127910.815,1580.38539,4908.72,0.0,0.041666668,9.7,18.9,7.8,0.0,1,0,,,,,,,15.8038539
,130616.67,1209.528831,122614.305,1209.528831,8002.365,0.0,0.083333336,9.6,15.3,11.3,0.0,1,0,,,,,,,12.09528831
,138368.4,2147.558712,133655.33,2147.558712,4713.07,0.0,0.041666668,6.8,15.7,10.3,8.2,1,0,,,,,,,21.47558712
,134885.67,2216.924194,134885.67,2216.924194,0.0,0.0,0.0,7.7,14.1,11.7,0.0,1,0,,,,,,,22.16924194
,120382.805,2093.85108,120382.805,2093.85108,0.0,0.0,0.0,7.9,15.1,9.5,1.6,1,0,,,,,,,20.9385108
,113066.245,1783.649582,113066.245,1783.649582,0.0,0.0,0.0,8.5,18.7,11.6,0.2,1,0,,,,,,,17.83649582
,127906.24,2149.310728,127906.24,2149.310728,0.0,0.0,0.0,10.2,18.1,13.4,0.0,1,0,,,,,,,21.49310728
,124975.11,1319.288146,119010.7,1319.288146,5964.41,0.0,0.0625,10.0,18.2,13.5,0.0,1,0,,,,,,,13.19288146
,132561.22,2206.102197,132561.22,2206.102197,0.0,0.0,0.0,12.5,15.6,9.6,0.4,1,0,,,,,,,22.06102197
,123434.505,1482.065483,119405.445,1482.065483,4029.06,0.0,0.041666668,7.1,21.6,13.1,0.0,1,0,,,,,,,14.82065483
,132569.74,1489.092337,132569.74,1489.092337,0.0,0.0,0.0,15.3,16.4,2.7,0.2,1,0,,,,,,,14.89092337
,121052.06,1348.883092,118994.655,1348.883092,2057.405,0.0,0.020833334,6.9,13.6,9.7,9.4,1,0,,,,,,,13.48883092
,119118.545,2099.370141,119118.545,2099.370141,0.0,0.0,0.0,9.5,14.8,7.0,1.2,1,0,,,,,,,20.99370141
,139203.5,3236.748629,139203.5,3236.748629,0.0,0.0,0.0,7.8,16.0,8.7,5.6,1,0,,,,,,,32.36748629
,138640.39,3948.578581,138640.39,3948.578581,0.0,0.0,0.0,7.0,13.4,14.2,11.0,1,0,,,,,,,39.48578581
,141122.795,6150.51363,141122.795,6150.51363,0.0,0.0,0.0,3.7,12.7,14.0,0.0,1,0,,,,,,,61.5051363
,139724.025,4028.071825,139724.025,4028.071825,0.0,0.0,0.0,6.5,13.0,13.5,1.2,1,0,,,,,,,40.28071825
,139920.545,3648.51729,139920.545,3648.51729,0.0,0.0,0.0,7.2,14.4,8.8,0.6,1,0,,,,,,,36.4851729
,119573.22,1716.05129,119573.22,1716.05129,0.0,0.0,0.0,9.3,16.3,11.7,0.0,1,0,,,,,,,17.1605129
,114832.425,1588.702392,114832.425,1588.702392,0.0,0.0,0.0,10.5,19.0,12.2,0.0,1,0,,,,,,,15.88702392
,125055.69,2111.731342,125055.69,2111.731342,0.0,0.0,0.0,8.7,20.4,14.2,0.0,1,0,,,,,,,21.11731342
,133748.44,2869.434927,133748.44,2869.434927,0.0,0.0,0.0,10.2,16.8,5.2,0.0,1,0,,,,,,,28.69434927
,128834.065,1756.558989,128834.065,1756.558989,0.0,0.0,0.0,12.8,20.2,10.1,0.8,1,0,,,,,,,17.56558989
,134246.165,2525.334105,134246.165,2525.334105,0.0,0.0,0.0,11.6,15.5,8.8,0.0,1,0,,,,,,,25.25334105
,135273.325,2839.754976,135273.325,2839.754976,0.0,0.0,0.0,9.6,15.0,9.6,0.4,1,0,,,,,,,28.39754976
,118621.96,1902.858735,118621.96,1902.858735,0.0,0.0,0.0,10.0,15.7,12.9,0.2,1,0,,,,,,,19.02858735
,110986.005,1322.428207,110986.005,1322.428207,0.0,0.0,0.0,10.1,16.9,10.0,0.2,1,0,,,,,,,13.22428207
,127275.815,2061.562736,127275.815,2061.562736,0.0,0.0,0.0,12.8,18.4,11.7,0.0,1,0,,,,,,,20.61562736
,129542.365,1547.968249,129542.365,1547.968249,0.0,0.0,0.0,9.2,21.5,15.8,0.0,1,0,,,,,,,15.47968249
,123307.02,1304.641634,123307.02,1304.641634,0.0,0.0,0.0,9.6,21.0,16.7,0.0,1,0,,,,,,,13.04641634
,117722.95,674.6080187,95788.615,674.6080187,21934.335,0.0,0.22916667,13.1,23.3,16.0,0.0,1,0,,,,,,,6.746080187
,125432.605,1262.483911,125432.605,1262.483911,0.0,0.0,0.0,16.0,16.7,5.9,0.6,1,0,,,,,,,12.62483911
,111412.995,2080.307083,111412.995,2080.307083,0.0,0.0,0.0,11.5,14.3,7.9,9.4,1,0,,,,,,,20.80307083
,109125.215,2716.268234,109125.215,2716.268234,0.0,0.0,0.0,7.3,17.0,11.8,1.2,1,0,,,,,,,27.16268234
,130967.28,3678.160115,130967.28,3678.160115,0.0,0.0,0.0,9.9,13.6,7.0,1.6,1,0,,,,,,,36.78160115
,134720.155,3348.594256,134720.155,3348.594256,0.0,0.0,0.0,9.6,14.6,2.8,9.0,1,0,,,,,,,33.48594256
,130650.88,2958.646281,130650.88,2958.646281,0.0,0.0,0.0,10.5,16.1,13.2,20.6,1,0,,,,,,,29.58646281
,134234.45,2310.134553,134234.45,2310.134553,0.0,0.0,0.0,8.7,14.6,6.9,2.0,1,0,,,,,,,23.10134553
,131734.105,2538.010167,131734.105,2538.010167,0.0,0.0,0.0,9.0,15.7,12.5,13.4,0,0,,,,,,,25.38010167
,106709.54,1943.747893,106709.54,1943.747893,0.0,0.0,0.0,11.1,19.8,18.8,0.0,0,0,,,,,,,19.43747893
,110314.625,2608.20554,110314.625,2608.20554,0.0,0.0,0.0,10.8,12.5,5.5,0.4,0,0,,,,,,,26.0820554
,127391.09,3045.075538,127391.09,3045.075538,0.0,0.0,0.0,8.5,16.3,16.2,0.2,0,0,,,,,,,30.45075538
,122664.305,2329.419628,122664.305,2329.419628,0.0,0.0,0.0,9.1,18.8,18.5,0.0,0,0,,,,,,,23.29419628
,127208.57,2820.658926,127208.57,2820.658926,0.0,0.0,0.0,10.9,15.2,8.8,1.2,0,0,,,,,,,28.20658926
,131357.34,3005.116033,131357.34,3005.116033,0.0,0.0,0.0,9.6,13.4,9.9,1.2,0,0,,,,,,,30.05116033
,127420.43,2510.763042,127420.43,2510.763042,0.0,0.0,0.0,9.8,16.5,16.5,0.6,0,0,,,,,,,25.10763042
,106776.275,2349.87856,106776.275,2349.87856,0.0,0.0,0.0,10.0,20.1,18.4,0.0,0,0,,,,,,,23.4987856
,105931.555,2033.832967,105931.555,2033.832967,0.0,0.0,0.0,9.5,14.7,17.1,5.8,0,0,,,,,,,20.33832967
,124343.19,2571.875821,124343.19,2571.875821,0.0,0.0,0.0,8.1,16.9,13.6,0.6,0,0,,,,,,,25.71875821
,126888.77,2686.413514,126888.77,2686.413514,0.0,0.0,0.0,7.4,14.8,13.4,12.6,0,0,,,,,,,26.86413514
,121143.25,1749.691009,121143.25,1749.691009,0.0,0.0,0.0,7.5,19.3,19.6,2.2,0,0,,,,,,,17.49691009
,122858.49,2028.304257,122858.49,2028.304257,0.0,0.0,0.0,12.5,16.7,16.2,1.8,0,0,,,,,,,20.28304257
,113439.775,1783.786217,113439.775,1783.786217,0.0,0.0,0.0,9.3,16.4,16.6,2.0,0,1,,,,,,,17.83786217
,109181.26,1105.224872,109181.26,1105.224872,0.0,0.0,0.0,11.6,18.6,11.9,1.6,0,0,,,,,,,11.05224872
,97992.93,736.7881466,90684.655,736.7881466,7308.275,0.0,0.083333336,12.1,24.0,18.7,0.0,0,0,,,,,,,7.367881466
,115839.01,1165.414069,113550.395,1165.414069,2288.615,0.0,0.020833334,11.1,15.9,13.7,9.2,0,0,,,,,,,11.65414069
,124089.47,1240.946102,112355.56,1240.946102,11733.91,0.0,0.125,10.6,17.1,13.2,2.0,1,0,,,,,,,12.40946102
,128558.385,2218.16141,128558.385,2218.16141,0.0,0.0,0.0,8.0,17.1,7.5,2.8,1,0,,,,,,,22.1816141
,115898.54,1628.727453,115898.54,1628.727453,0.0,0.0,0.0,9.7,27.2,22.6,0.0,1,0,,,,,,,16.28727453
,116197.73,2014.444677,116197.73,2014.444677,0.0,0.0,0.0,14.1,22.5,7.8,0.0,1,0,,,,,,,20.14444677
,101300.775,1899.598049,101300.775,1899.598049,0.0,0.0,0.0,9.7,16.9,23.0,0.0,1,0,,,,,,,18.99598049
,94954.16,857.9676389,91594.945,857.9676389,3359.215,0.0,0.041666668,9.5,22.0,14.1,0.0,1,0,,,,,,,8.579676389
,116831.43,1491.972024,109279.11,1491.972024,7552.32,0.0,0.083333336,13.0,16.8,18.4,0.8,1,0,,,,,,,14.91972024
,124665.82,2060.887072,124665.82,2060.887072,0.0,0.0,0.0,7.5,15.1,16.7,1.4,1,0,,,,,,,20.60887072
,128612.3,2415.376327,128612.3,2415.376327,0.0,0.0,0.0,10.2,15.4,12.9,0.0,1,0,,,,,,,24.15376327
,128242.765,3148.148946,128242.765,3148.148946,0.0,0.0,0.0,6.8,14.6,22.8,4.2,1,0,,,,,,,31.48148946
,121731.485,2371.993031,121731.485,2371.993031,0.0,0.0,0.0,5.2,22.7,24.5,0.2,1,0,,,,,,,23.71993031
,97887.485,685.0748357,88673.47,685.0748357,9214.015,0.0,0.104166664,9.4,24.8,21.8,0.0,1,0,,,,,,,6.850748357
,101793.035,1188.469698,100052.44,1188.469698,1740.595,0.0,0.020833334,17.4,23.1,8.0,0.0,1,0,,,,,,,11.88469698
,116042.845,1596.740974,116042.845,1596.740974,0.0,0.0,0.0,9.8,18.9,14.8,9.8,1,0,,,,,,,15.96740974
,123265.44,1981.109426,123265.44,1981.109426,0.0,0.0,0.0,9.6,16.6,16.5,1.0,1,0,,,,,,,19.81109426
,126362.045,3273.849351,126362.045,3273.849351,0.0,0.0,0.0,7.5,16.5,22.1,2.6,1,0,,,,,,,32.73849351
,114867.16,1479.623325,112389.11,1479.623325,2478.05,0.0,0.020833334,6.8,21.8,25.6,0.0,1,0,,,,,,,14.79623325
,122975.285,2333.053306,119216.825,2333.053306,3758.46,0.0,0.041666668,14.8,17.6,1.9,0.0,1,0,,,,,,,23.33053306
,114184.195,2088.465505,114184.195,2088.465505,0.0,0.0,0.0,6.9,13.2,16.9,16.4,1,0,,,,,,,20.88465505
,111289.0,2207.556145,111289.0,2207.556145,0.0,0.0,0.0,7.9,14.1,18.7,8.8,1,0,,,,,,,22.07556145
,125270.165,3588.396104,125270.165,3588.396104,0.0,0.0,0.0,9.4,17.1,20.3,0.4,1,0,,,,,,,35.88396104
,117138.355,1997.344799,117138.355,1997.344799,0.0,0.0,0.0,9.6,25.7,23.1,0.2,1,0,,,,,,,19.97344799
,121605.395,2989.712236,121605.395,2989.712236,0.0,0.0,0.0,16.5,18.5,9.0,0.0,1,0,,,,,,,29.89712236
,120142.43,2345.77516,120142.43,2345.77516,0.0,0.0,0.0,10.1,15.4,25.8,0.2,1,0,,,,,,,23.4577516
,119820.71,2940.800749,119820.71,2940.800749,0.0,0.0,0.0,6.3,16.6,26.5,0.0,1,0,,,,,,,29.40800749
,104191.105,1148.360722,104191.105,1148.360722,0.0,0.0,0.0,9.3,25.6,25.8,0.0,1,0,,,,,,,11.48360722
,94325.72,370.5898066,65215.145,370.5898066,29110.575,0.0,0.33333334,12.7,28.0,19.5,0.0,1,0,,,,,,,3.705898066
,110661.43,1029.414615,110661.43,1029.414615,0.0,0.0,0.0,7.9,17.5,19.0,1.8,1,0,,,,,,,10.29414615
,104976.21,939.7119958,104976.21,939.7119958,0.0,0.0,0.0,9.4,18.4,17.7,0.4,1,1,,,,,,,9.397119958
,119904.48,2516.533843,119904.48,2516.533843,0.0,0.0,0.0,9.7,18.5,13.3,0.4,1,0,,,,,,,25.16533843
,118677.495,3248.925517,118677.495,3248.925517,0.0,0.0,0.0,10.0,19.1,28.0,0.0,1,0,,,,,,,32.48925517
,113666.485,1400.129293,113666.485,1400.129293,0.0,0.0,0.0,10.2,29.2,24.9,0.0,1,0,,,,,,,14.00129293
,101810.75,823.5298727,98124.43,823.5298727,3686.32,0.0,0.041666668,10.0,16.8,10.8,0.0,1,0,,,,,,,8.235298727
,96934.925,1303.365208,88023.655,1303.365208,8911.27,0.0,0.104166664,11.5,21.4,25.2,0.0,1,0,,,,,,,13.03365208
,116230.34,1638.302774,104936.89,1638.302774,11293.45,0.0,0.125,14.6,25.9,15.9,0.0,1,0,,,,,,,16.38302774
,117794.595,2909.092063,117794.595,2909.092063,0.0,0.0,0.0,11.0,18.2,28.9,0.2,1,0,,,,,,,29.09092063
,122131.115,3002.975873,122131.115,3002.975873,0.0,0.0,0.0,9.2,17.4,22.0,0.0,1,0,,,,,,,30.02975873
,122634.53,2627.74111,122634.53,2627.74111,0.0,0.0,0.0,11.9,17.5,20.3,0.0,1,0,,,,,,,26.2774111
,117953.885,1447.153878,117953.885,1447.153878,0.0,0.0,0.0,8.4,23.8,29.1,0.0,1,0,,,,,,,14.47153878
,99907.32,584.3926721,77434.625,584.3926721,22472.695,0.0,0.22916667,13.2,25.5,17.0,2.0,1,0,,,,,,,5.843926721
,96805.925,578.6483765,85044.935,578.6483765,11760.99,0.0,0.125,11.7,19.0,9.7,2.0,1,0,,,,,,,5.786483765
,116817.15,2131.010856,116817.15,2131.010856,0.0,0.0,0.0,11.5,15.9,14.8,8.6,1,0,,,,,,,21.31010856
,119905.59,1451.707505,117939.02,1451.707505,1966.57,0.0,0.020833334,11.0,19.2,17.1,0.0,1,0,,,,,,,14.51707505
,122146.66,1922.275425,122146.66,1922.275425,0.0,0.0,0.0,11.9,21.6,25.8,0.0,1,0,,,,,,,19.22275425
,122464.645,1540.54638,122464.645,1540.54638,0.0,0.0,0.0,12.0,31.4,28.8,0.0,1,0,,,,,,,15.4054638
,121441.05,1714.304373,121441.05,1714.304373,0.0,0.0,0.0,15.3,18.9,15.6,0.0,1,0,,,,,,,17.14304373
,106868.5,1330.190824,106868.5,1330.190824,0.0,0.0,0.0,11.7,19.4,29.9,0.0,1,0,,,,,,,13.30190824
,112098.335,2324.486986,112098.335,2324.486986,0.0,0.0,0.0,11.9,33.3,22.1,0.0,1,0,,,,,,,23.24486986
,138681.815,2753.352568,138681.815,2753.352568,0.0,0.0,0.0,17.9,35.0,19.8,0.0,1,0,,,,,,,27.53352568
,126617.72,1997.298692,123785.475,1997.298692,2832.245,0.0,0.020833334,14.5,14.9,1.5,8.6,1,0,,,,,,,19.97298692
,118119.01,2261.166847,118119.01,2261.166847,0.0,0.0,0.0,11.0,16.8,16.9,5.4,1,0,,,,,,,22.61166847
,120308.545,2053.304807,120308.545,2053.304807,0.0,0.0,0.0,10.3,17.0,21.6,2.2,1,0,,,,,,,20.53304807
,116011.565,1489.909687,116011.565,1489.909687,0.0,0.0,0.0,10.9,17.9,15.7,0.8,1,0,,,,,,,14.89909687
,104700.055,1283.501951,104700.055,1283.501951,0.0,0.0,0.0,12.2,17.4,18.8,0.0,1,0,,,,,,,12.83501951
,102718.9,1996.362841,102718.9,1996.362841,0.0,0.0,0.0,11.6,16.3,10.1,0.4,1,0,,,,,,,19.96362841
,118666.37,3527.940428,118666.37,3527.940428,0.0,0.0,0.0,12.2,19.6,24.4,0.2,1,0,,,,,,,35.27940428
,119169.17,3422.046566,119169.17,3422.046566,0.0,0.0,0.0,10.4,20.0,31.0,0.2,1,0,,,,,,,34.22046566
,121067.59,4101.601632,121067.59,4101.601632,0.0,0.0,0.0,13.3,18.9,9.6,0.0,1,0,,,,,,,41.01601632
,113024.02,3021.863954,113024.02,3021.863954,0.0,0.0,0.0,12.9,21.9,28.0,0.0,1,0,,,,,,,30.21863954
,109318.355,2238.894614,109318.355,2238.894614,0.0,0.0,0.0,13.0,21.6,29.7,0.0,1,0,,,,,,,22.38894614
,98899.495,1575.504662,98899.495,1575.504662,0.0,0.0,0.0,9.9,23.9,31.2,0.0,1,0,,,,,,,15.75504662
,97300.36,2359.381428,97300.36,2359.381428,0.0,0.0,0.0,12.7,31.7,14.1,0.0,1,0,,,,,,,23.59381428
,109670.0,1364.632064,101828.79,1364.632064,7841.21,0.0,0.083333336,16.9,21.5,21.6,2.4,1,0,,,,,,,13.64632064
,111228.06,2611.853717,111228.06,2611.853717,0.0,0.0,0.0,12.8,20.8,24.2,0.0,1,0,,,,,,,26.11853717
,112738.08,2412.755086,112738.08,2412.755086,0.0,0.0,0.0,10.5,28.3,30.8,0.0,1,0,,,,,,,24.12755086
,105445.65,1394.81584,105445.65,1394.81584,0.0,0.0,0.0,15.4,23.2,11.6,2.2,1,0,,,,,,,13.9481584
,105664.09,1355.126637,105664.09,1355.126637,0.0,0.0,0.0,10.0,17.3,23.2,6.6,1,0,,,,,,,13.55126637
,98622.865,1041.86452,98622.865,1041.86452,0.0,0.0,0.0,11.2,18.8,24.2,0.2,1,0,,,,,,,10.4186452
,93673.19,884.6013113,93673.19,884.6013113,0.0,0.0,0.0,12.9,19.3,27.0,1.0,1,0,,,,,,,8.846013113
,120390.11,2436.25106,120390.11,2436.25106,0.0,0.0,0.0,10.7,32.8,30.0,0.0,1,0,,,,,,,24.3625106
,111423.765,1074.635787,109320.035,1074.635787,2103.73,0.0,0.020833334,15.7,19.3,21.3,0.0,1,0,,,,,,,10.74635787
,107072.36,1680.289391,107072.36,1680.289391,0.0,0.0,0.0,11.7,18.6,30.8,0.0,1,0,,,,,,,16.80289391
,113698.06,2635.828935,113698.06,2635.828935,0.0,0.0,0.0,9.7,25.5,20.5,0.0,1,0,,,,,,,26.35828935
,90227.48,1271.937675,90227.48,1271.937675,0.0,0.0,0.0,15.1,20.9,22.5,0.0,1,0,,,,,,,12.71937675
,90911.085,1429.329687,90911.085,1429.329687,0.0,0.0,0.0,10.0,17.5,30.3,0.0,1,0,,,,,,,14.29329687
,109260.305,1547.546707,109260.305,1547.546707,0.0,0.0,0.0,8.8,30.2,29.3,0.0,1,0,,,,,,,15.47546707
,106451.255,870.2057771,104409.275,870.2057771,2041.98,0.0,0.020833334,14.4,21.5,26.0,3.0,0,0,,,,,,,8.702057771
,104389.51,1151.609959,104389.51,1151.609959,0.0,0.0,0.0,13.5,19.9,28.8,0.2,0,0,,,,,,,11.51609959
,105513.235,1131.667923,105513.235,1131.667923,0.0,0.0,0.0,14.6,20.0,29.6,0.0,0,0,,,,,,,11.31667923
,112247.945,1312.568173,112247.945,1312.568173,0.0,0.0,0.0,12.5,26.3,28.7,0.0,0,0,,,,,,,13.12568173
,114843.875,1871.693349,114843.875,1871.693349,0.0,0.0,0.0,16.2,34.9,26.3,0.8,0,0,,,,,,,18.71693349
,99701.43,1284.740343,99701.43,1284.740343,0.0,0.0,0.0,18.0,29.8,5.8,1.6,0,1,,,,,,,12.84740343
,112141.83,1298.310939,112141.83,1298.310939,0.0,0.0,0.0,20.1,27.8,28.8,20.4,0,0,,,,,,,12.98310939
,95728.15,949.4244664,95728.15,949.4244664,0.0,0.0,0.0,17.3,23.8,30.8,0.0,0,0,,,,,,,9.494244664
,89403.145,1394.432762,89403.145,1394.432762,0.0,0.0,0.0,16.8,21.1,8.5,0.0,0,1,,,,,,,13.94432762
,86507.47,1651.879021,86507.47,1651.879021,0.0,0.0,0.0,14.8,17.8,7.8,0.4,0,1,,,,,,,16.51879021
,97564.745,1547.661205,97564.745,1547.661205,0.0,0.0,0.0,14.6,19.5,25.9,0.4,0,0,,,,,,,15.47661205
,116606.795,3073.681519,116606.795,3073.681519,0.0,0.0,0.0,13.3,29.3,31.6,0.0,0,0,,,,,,,30.73681519
,128079.845,3963.07312,128079.845,3963.07312,0.0,0.0,0.0,18.5,31.7,29.7,0.0,0,0,,,,,,,39.6307312
,136308.735,5270.871885,136308.735,5270.871885,0.0,0.0,0.0,18.3,35.2,30.1,0.0,0,0,,,,,,,52.70871885
,116211.99,3673.969386,116211.99,3673.969386,0.0,0.0,0.0,18.5,24.4,14.3,0.0,0,0,,,,,,,36.73969386
,120366.32,3928.264417,120366.32,3928.264417,0.0,0.0,0.0,17.7,26.2,28.6,0.0,0,0,,,,,,,39.28264417
,111595.855,3546.916365,111595.855,3546.916365,0.0,0.0,0.0,16.6,24.3,25.9,0.0,0,0,,,,,,,35.46916365
