dae,demand,rrp,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,year,month,day,weekday,month_sin,month_cos,fr_RRP
,133951.29,6288.50862,133951.29,6288.50862,0.0,0.0,0.0,18.6,30.7,13.8,1.0,1,0,,,,,,,62.8850862
,121219.595,5341.612199,121219.595,5341.612199,0.0,0.0,0.0,19.3,32.5,17.0,0.4,1,0,,,,,,,53.41612199
,115429.005,4564.651404,115429.005,4564.651404,0.0,0.0,0.0,16.5,21.2,20.5,1.4,1,0,,,,,,,45.64651404
,129798.47,7040.581209,129798.47,7040.581209,0.0,0.0,0.0,13.7,31.0,31.1,0.2,1,0,,,,,,,70.40581209
,151730.95,8985.515294,151730.95,8985.515294,0.0,0.0,0.0,18.5,35.8,28.3,0.0,1,0,,,,,,,89.85515294
,154632.335,7093.96286,154632.335,7093.96286,0.0,0.0,0.0,22.5,34.9,23.1,0.0,1,0,,,,,,,70.9396286
,125141.9,4701.866367,125141.9,4701.866367,0.0,0.0,0.0,21.5,23.5,1.6,1.8,1,0,,,,,,,47.01866367
,99234.22,3574.503574,99234.22,3574.503574,0.0,0.0,0.0,14.7,16.4,0.7,20.6,1,0,,,,,,,35.74503574
,92487.705,3655.547681,92487.705,3655.547681,0.0,0.0,0.0,11.5,17.1,14.4,43.8,1,0,,,,,,,36.55547681
,111625.98,4534.052834,111625.98,4534.052834,0.0,0.0,0.0,12.4,17.5,7.9,5.4,1,0,,,,,,,45.34052834
,113063.675,4469.329024,113063.675,4469.329024,0.0,0.0,0.0,10.8,22.8,22.9,1.8,1,0,,,,,,,44.69329024
,115383.13,4831.980527,115383.13,4831.980527,0.0,0.0,0.0,13.6,21.3,23.6,0.0,1,0,,,,,,,48.31980527
,115736.97,5534.83472,115736.97,5534.83472,0.0,0.0,0.0,11.6,21.9,19.8,0.0,1,0,,,,,,,55.3483472
,109568.47,4718.883601,109568.47,4718.883601,0.0,0.0,0.0,11.4,18.7,28.5,25.2,1,0,,,,,,,47.18883601
,99334.8,4476.816185,99334.8,4476.816185,0.0,0.0,0.0,12.7,23.0,19.2,0.0,1,0,,,,,,,44.76816185
,97715.01,4374.760376,97715.01,4374.760376,0.0,0.0,0.0,14.5,22.2,31.4,0.0,1,0,,,,,,,43.74760376
,114680.185,5265.811101,114680.185,5265.811101,0.0,0.0,0.0,16.4,20.7,26.3,0.0,1,0,,,,,,,52.65811101
,121945.175,5664.525454,121945.175,5664.525454,0.0,0.0,0.0,15.8,26.4,31.3,0.0,1,0,,,,,,,56.64525454
,129280.81,5495.630225,129280.81,5495.630225,0.0,0.0,0.0,20.5,23.1,21.7,0.0,1,0,,,,,,,54.95630225
,120821.055,5688.264626,120821.055,5688.264626,0.0,0.0,0.0,14.1,26.4,32.1,0.0,1,0,,,,,,,56.88264626
,110154.36,5366.698711,110154.36,5366.698711,0.0,0.0,0.0,13.8,24.6,31.0,0.0,1,0,,,,,,,53.66698711
,107212.84,4426.560991,107212.84,4426.560991,0.0,0.0,0.0,15.7,24.5,30.5,0.0,1,0,,,,,,,44.26560991
,138949.675,6326.467483,138949.675,6326.467483,0.0,0.0,0.0,17.1,33.0,22.1,0.0,1,0,,,,,,,63.26467483
,114916.99,4247.893562,114916.99,4247.893562,0.0,0.0,0.0,15.8,24.5,19.0,20.6,1,0,,,,,,,42.47893562
,114462.53,4627.584537,114462.53,4627.584537,0.0,0.0,0.0,12.3,23.7,31.9,0.0,1,0,,,,,,,46.27584537
,116428.79,4402.258659,116428.79,4402.258659,0.0,0.0,0.0,13.6,27.7,26.6,0.0,0,0,,,,,,,44.02258659
,109364.01,4310.542868,109364.01,4310.542868,0.0,0.0,0.0,14.7,30.2,21.2,0.0,0,0,,,,,,,43.10542868
,92856.23,3179.765192,92856.23,3179.765192,0.0,0.0,0.0,15.8,19.4,25.7,0.4,0,0,,,,,,,31.79765192
,85094.375,2422.371219,85094.375,2422.371219,0.0,0.0,0.0,15.1,21.4,29.0,0.0,0,1,,,,,,,24.22371219
,98638.855,3930.000812,98638.855,3930.000812,0.0,0.0,0.0,12.5,30.5,31.9,0.0,0,1,,,,,,,39.30000812
,128753.755,6131.676659,128753.755,6131.676659,0.0,0.0,0.0,17.3,34.5,30.6,0.0,0,0,,,,,,,61.31676659
,115572.045,5062.349098,115572.045,5062.349098,0.0,0.0,0.0,18.6,24.4,9.3,0.2,0,0,,,,,,,50.62349098
,96358.975,3208.685368,96358.975,3208.685368,0.0,0.0,0.0,15.6,21.3,13.6,8.4,0,0,,,,,,,32.08685368
,95700.48,3317.572756,95700.48,3317.572756,0.0,0.0,0.0,12.0,25.7,31.7,0.2,0,0,,,,,,,33.17572756
,95959.685,3874.567467,95959.685,3874.567467,0.0,0.0,0.0,16.6,25.3,31.4,0.0,0,1,,,,,,,38.74567467
,105277.85,3743.468014,105277.85,3743.468014,0.0,0.0,0.0,16.4,21.8,29.7,0.0,0,0,,,,,,,37.43468014
,106373.825,3627.4964,106373.825,3627.4964,0.0,0.0,0.0,14.6,21.0,27.2,0.0,0,0,,,,,,,36.274964
,113337.685,4247.92521,113337.685,4247.92521,0.0,0.0,0.0,14.1,23.6,31.8,0.2,0,0,,,,,,,42.4792521
,123247.735,4900.17979,123247.735,4900.17979,0.0,0.0,0.0,14.7,30.7,31.7,0.0,0,0,,,,,,,49.0017979
,107142.815,4368.657691,107142.815,4368.657691,0.0,0.0,0.0,18.7,21.8,11.0,0.0,0,0,,,,,,,43.68657691
,118832.07,4743.908668,118832.07,4743.908668,0.0,0.0,0.0,17.3,21.9,17.5,0.0,0,0,,,,,,,47.43908668
,111361.05,4138.903434,111361.05,4138.903434,0.0,0.0,0.0,15.7,22.5,30.0,0.0,0,0,,,,,,,41.38903434
,116530.04,4327.452206,116530.04,4327.452206,0.0,0.0,0.0,13.6,25.6,23.5,0.0,0,0,,,,,,,43.27452206
,139607.905,4736.953402,139607.905,4736.953402,0.0,0.0,0.0,15.5,34.5,28.6,0.0,0,0,,,,,,,47.36953402
,132022.87,5071.338804,132022.87,5071.338804,0.0,0.0,0.0,20.4,30.0,1.7,1.0,0,0,,,,,,,50.71338804
,98977.05,3953.269653,98977.05,3953.269653,0.0,0.0,0.0,16.0,20.9,10.7,7.0,0,0,,,,,,,39.53269653
,92021.68,3596.284444,92021.68,3596.284444,0.0,0.0,0.0,12.7,19.5,27.5,15.0,0,0,,,,,,,35.96284444
,109389.095,4660.12086,109389.095,4660.12086,0.0,0.0,0.0,14.6,20.9,21.1,0.0,0,0,,,,,,,46.6012086
,116074.03,5008.549551,116074.03,5008.549551,0.0,0.0,0.0,12.9,26.9,31.1,0.0,0,0,,,,,,,50.08549551
,129286.365,5409.967147,129286.365,5409.967147,0.0,0.0,0.0,12.4,30.3,30.9,0.0,0,0,,,,,,,54.09967147
,124825.025,5076.954762,124825.025,5076.954762,0.0,0.0,0.0,20.3,24.6,20.2,0.0,0,0,,,,,,,50.76954762
,127305.2,6566.360904,127305.2,6566.360904,0.0,0.0,0.0,21.0,28.2,14.9,0.0,0,0,,,,,,,65.66360904
,137955.425,6211.235652,137955.425,6211.235652,0.0,0.0,0.0,20.5,23.9,27.3,0.0,0,0,,,,,,,62.11235652
,128314.47,5523.083195,128314.47,5523.083195,0.0,0.0,0.0,18.0,23.6,28.3,0.0,0,0,,,,,,,55.23083195
,128899.765,5579.933802,128899.765,5579.933802,0.0,0.0,0.0,14.8,23.3,27.5,0.0,0,0,,,,,,,55.79933802
,139245.21,8389.376378,139245.21,8389.376378,0.0,0.0,0.0,17.1,26.6,28.1,0.0,0,0,,,,,,,83.89376378
,128599.46,4932.912467,128599.46,4932.912467,0.0,0.0,0.0,19.4,28.4,19.9,0.0,0,1,,,,,,,49.32912467
,139114.585,5658.21547,139114.585,5658.21547,0.0,0.0,0.0,21.2,33.2,27.5,3.4,0,0,,,,,,,56.5821547
,115239.57,4239.090974,115239.57,4239.090974,0.0,0.0,0.0,15.6,21.0,14.1,38.8,0,0,,,,,,,42.39090974
,108524.18,3518.487257,108524.18,3518.487257,0.0,0.0,0.0,14.6,19.1,19.6,0.0,1,0,,,,,,,35.18487257
,109949.21,3906.639798,109949.21,3906.639798,0.0,0.0,0.0,12.1,22.5,28.9,0.2,1,0,,,,,,,39.06639798
,112946.34,4340.512384,112946.34,4340.512384,0.0,0.0,0.0,13.4,22.1,28.4,0.0,1,0,,,,,,,43.40512384
,104947.325,4667.592577,104947.325,4667.592577,0.0,0.0,0.0,15.8,28.1,26.7,0.0,1,0,,,,,,,46.67592577
,106065.935,5336.833622,106065.935,5336.833622,0.0,0.0,0.0,14.7,25.7,28.5,0.0,1,0,,,,,,,53.36833622
,126465.96,5601.638901,126465.96,5601.638901,0.0,0.0,0.0,17.0,25.7,24.0,0.0,1,0,,,,,,,56.01638901
,137539.725,5623.188601,137539.725,5623.188601,0.0,0.0,0.0,17.7,29.9,27.6,0.0,1,0,,,,,,,56.23188601
,149473.01,5753.909653,146959.735,5753.909653,2513.275,0.0,0.020833334,20.6,27.5,15.8,0.0,1,0,,,,,,,57.53909653
,137101.87,6134.443051,137101.87,6134.443051,0.0,0.0,0.0,20.4,24.9,17.2,0.0,1,0,,,,,,,61.34443051
,118113.8,4505.986377,118113.8,4505.986377,0.0,0.0,0.0,18.7,30.3,6.6,0.0,1,0,,,,,,,45.05986377
,100440.29,3575.393684,100440.29,3575.393684,0.0,0.0,0.0,15.5,21.2,18.5,0.0,1,0,,,,,,,35.75393684
,116209.13,5026.733833,116209.13,5026.733833,0.0,0.0,0.0,16.3,23.6,22.2,0.0,1,0,,,,,,,50.26733833
,124882.715,5373.928929,124882.715,5373.928929,0.0,0.0,0.0,13.6,29.0,26.0,0.0,1,0,,,,,,,53.73928929
,115269.5,3886.90481,112721.75,3886.90481,2547.75,0.0,0.020833334,17.5,23.3,22.8,0.0,1,0,,,,,,,38.8690481
,117260.245,4487.978624,117260.245,4487.978624,0.0,0.0,0.0,13.5,24.2,18.4,0.0,1,0,,,,,,,44.87978624
,114736.355,4684.766934,114736.355,4684.766934,0.0,0.0,0.0,15.7,22.2,24.8,0.0,1,0,,,,,,,46.84766934
,105799.935,4464.810667,105799.935,4464.810667,0.0,0.0,0.0,12.4,25.3,24.1,0.0,1,0,,,,,,,44.64810667
,105085.515,4172.364396,105085.515,4172.364396,0.0,0.0,0.0,13.6,24.0,20.5,0.0,1,0,,,,,,,41.72364396
,113116.425,4028.86883,113116.425,4028.86883,0.0,0.0,0.0,17.6,25.4,20.9,0.8,1,0,,,,,,,40.2886883
,120035.385,4251.287937,120035.385,4251.287937,0.0,0.0,0.0,14.1,29.5,25.5,0.0,1,0,,,,,,,42.51287937
,124481.415,4561.782143,124481.415,4561.782143,0.0,0.0,0.0,16.0,29.3,16.0,0.0,1,0,,,,,,,45.61782143
,133607.065,4793.340903,133607.065,4793.340903,0.0,0.0,0.0,20.3,31.0,16.8,0.0,1,0,,,,,,,47.93340903
,136328.345,4624.226945,136328.345,4624.226945,0.0,0.0,0.0,21.2,33.5,13.4,0.2,1,0,,,,,,,46.24226945
,119226.435,4050.061757,119226.435,4050.061757,0.0,0.0,0.0,22.7,31.6,4.8,0.4,1,0,,,,,,,40.50061757
,96305.07,3021.16735,96305.07,3021.16735,0.0,0.0,0.0,16.2,19.8,10.0,0.0,1,0,,,,,,,30.2116735
,117952.365,4143.657499,117952.365,4143.657499,0.0,0.0,0.0,14.3,26.5,24.3,0.0,1,0,,,,,,,41.43657499
,127894.285,3972.629862,127894.285,3972.629862,0.0,0.0,0.0,14.9,31.3,24.0,0.0,1,0,,,,,,,39.72629862
,123400.17,3727.558811,123400.17,3727.558811,0.0,0.0,0.0,20.0,30.9,19.6,0.0,1,0,,,,,,,37.27558811
,117346.26,4240.557202,117346.26,4240.557202,0.0,0.0,0.0,16.2,20.5,17.7,0.8,1,0,,,,,,,42.40557202
,119960.33,4956.199355,119960.33,4956.199355,0.0,0.0,0.0,14.5,22.8,19.6,0.4,1,0,,,,,,,49.56199355
,111096.305,4349.667619,111096.305,4349.667619,0.0,0.0,0.0,13.9,32.7,21.8,0.0,1,0,,,,,,,43.49667619
,101334.2,3916.719658,101334.2,3916.719658,0.0,0.0,0.0,15.8,21.0,22.2,0.0,1,0,,,,,,,39.16719658
,112527.285,3809.709339,112527.285,3809.709339,0.0,0.0,0.0,14.9,21.1,16.6,0.0,1,0,,,,,,,38.09709339
,113850.81,3310.085275,113850.81,3310.085275,0.0,0.0,0.0,12.5,27.6,22.6,0.0,1,0,,,,,,,33.10085275
,122717.5,3952.7841,122717.5,3952.7841,0.0,0.0,0.0,14.4,28.5,22.4,0.0,1,0,,,,,,,39.527841
,128732.59,5102.281891,128732.59,5102.281891,0.0,0.0,0.0,14.9,30.5,22.1,0.0,1,0,,,,,,,51.02281891
,127805.485,5350.248429,127805.485,5350.248429,0.0,0.0,0.0,14.6,28.8,21.9,0.0,1,0,,,,,,,53.50248429
,120398.885,4962.77651,120398.885,4962.77651,0.0,0.0,0.0,14.3,35.1,21.6,0.0,1,0,,,,,,,49.6277651
,104486.18,4000.535606,104486.18,4000.535606,0.0,0.0,0.0,17.0,22.8,14.3,0.0,1,0,,,,,,,40.00535606
,97542.31,3423.246445,97542.31,3423.246445,0.0,0.0,0.0,16.7,20.9,10.2,0.0,1,1,,,,,,,34.23246445
,112663.625,4159.273458,112663.625,4159.273458,0.0,0.0,0.0,14.6,20.5,18.8,2.2,1,0,,,,,,,41.59273458
,114195.35,5248.350354,114195.35,5248.350354,0.0,0.0,0.0,12.8,21.3,17.7,0.0,1,0,,,,,,,52.48350354
,116045.27,5486.226263,116045.27,5486.226263,0.0,0.0,0.0,15.3,20.8,13.9,0.0,1,0,,,,,,,54.86226263
,116284.345,4995.458829,116284.345,4995.458829,0.0,0.0,0.0,12.5,24.4,15.0,0.0,1,0,,,,,,,49.95458829
,110715.12,4058.658192,110715.12,4058.658192,0.0,0.0,0.0,15.4,32.0,15.1,0.0,1,0,,,,,,,40.58658192
,97262.705,3391.985437,97262.705,3391.985437,0.0,0.0,0.0,22.6,23.1,13.4,0.0,1,0,,,,,,,33.91985437
,111617.945,4163.330421,111617.945,4163.330421,0.0,0.0,0.0,13.2,28.0,17.8,0.0,1,0,,,,,,,41.63330421
,110794.26,3925.141061,110794.26,3925.141061,0.0,0.0,0.0,15.4,19.2,9.5,0.2,1,0,,,,,,,39.25141061
,111254.315,3841.150732,111254.315,3841.150732,0.0,0.0,0.0,11.2,25.1,18.3,0.0,1,0,,,,,,,38.41150732
,115020.505,4169.279069,115020.505,4169.279069,0.0,0.0,0.0,12.3,28.1,19.0,0.0,1,0,,,,,,,41.69279069
,119298.325,4242.651868,119298.325,4242.651868,0.0,0.0,0.0,15.2,29.4,18.8,0.0,1,0,,,,,,,42.42651868
,112312.695,3882.599099,112312.695,3882.599099,0.0,0.0,0.0,20.2,24.2,5.4,0.0,1,0,,,,,,,38.82599099
,98918.515,2171.849218,97211.06,2171.849218,1707.455,0.0,0.020833334,17.8,25.4,11.6,13.0,1,0,,,,,,,21.71849218
,112488.215,3821.315203,112488.215,3821.315203,0.0,0.0,0.0,10.7,18.5,11.9,5.2,1,0,,,,,,,38.21315203
,116809.365,3483.508119,116809.365,3483.508119,0.0,0.0,0.0,9.6,22.6,14.0,1.2,1,0,,,,,,,34.83508119
,117744.005,3890.440014,117744.005,3890.440014,0.0,0.0,0.0,11.3,30.3,17.8,0.0,1,0,,,,,,,38.90440014
,116457.26,4281.74617,116457.26,4281.74617,0.0,0.0,0.0,16.5,21.8,14.2,0.0,0,0,,,,,,,42.8174617
,97070.345,3746.982318,97070.345,3746.982318,0.0,0.0,0.0,12.2,23.3,14.3,0.0,0,1,,,,,,,37.46982318
,99687.64,4391.895333,99687.64,4391.895333,0.0,0.0,0.0,13.2,22.4,16.7,0.0,0,1,,,,,,,43.91895333
,98817.03,3990.565071,98817.03,3990.565071,0.0,0.0,0.0,13.0,27.7,11.0,0.0,0,1,,,,,,,39.90565071
,98258.25,3367.024962,98258.25,3367.024962,0.0,0.0,0.0,14.9,20.9,14.4,0.0,0,1,,,,,,,33.67024962
,113381.53,4321.974264,113381.53,4321.974264,0.0,0.0,0.0,13.4,19.8,13.9,0.0,0,0,,,,,,,43.21974264
,115974.61,4859.478316,115974.61,4859.478316,0.0,0.0,0.0,13.3,20.6,16.6,0.0,0,0,,,,,,,48.59478316
,117551.695,4687.819601,117551.695,4687.819601,0.0,0.0,0.0,13.3,18.7,9.0,0.0,0,0,,,,,,,46.87819601
,115979.07,4622.862454,115979.07,4622.862454,0.0,0.0,0.0,13.8,21.2,14.8,0.0,0,0,,,,,,,46.22862454
,105938.475,4580.216413,105938.475,4580.216413,0.0,0.0,0.0,9.8,21.6,16.0,0.0,0,0,,,,,,,45.80216413
,100571.165,3141.979026,100571.165,3141.979026,0.0,0.0,0.0,11.8,29.9,14.7,0.0,0,0,,,,,,,31.41979026
,118702.925,4946.872121,118702.925,4946.872121,0.0,0.0,0.0,15.9,25.7,13.6,0.0,0,0,,,,,,,49.46872121
,122423.01,4118.200311,122423.01,4118.200311,0.0,0.0,0.0,14.8,28.8,5.9,0.0,0,0,,,,,,,41.18200311
,121944.995,4048.458986,121944.995,4048.458986,0.0,0.0,0.0,18.1,27.3,10.9,0.0,0,0,,,,,,,40.48458986
,119876.63,4192.698554,119876.63,4192.698554,0.0,0.0,0.0,15.9,26.5,7.4,0.0,0,0,,,,,,,41.92698554
,113609.76,3763.724699,113609.76,3763.724699,0.0,0.0,0.0,11.9,25.9,14.4,0.0,0,0,,,,,,,37.63724699
,105135.305,2036.148444,103011.385,2036.148444,2123.92,0.0,0.020833334,13.5,16.1,3.1,0.0,0,0,,,,,,,20.36148444
,104123.39,1709.261455,97357.365,1709.261455,6766.025,0.0,0.0625,9.7,19.1,4.9,12.2,0,0,,,,,,,17.09261455
,115694.64,3742.022312,115694.64,3742.022312,0.0,0.0,0.0,13.1,21.0,7.1,3.0,0,0,,,,,,,37.42022312
,121092.855,4668.530495,121092.855,4668.530495,0.0,0.0,0.0,13.2,16.6,8.9,0.6,1,0,,,,,,,46.68530495
,120784.875,4471.327337,120784.875,4471.327337,0.0,0.0,0.0,6.2,19.4,14.2,0.0,1,0,,,,,,,44.71327337
,120448.935,5046.113055,120448.935,5046.113055,0.0,0.0,0.0,11.0,22.3,13.0,0.0,1,0,,,,,,,50.46113055
,118324.09,5164.742327,118324.09,5164.742327,0.0,0.0,0.0,8.9,20.2,13.7,0.0,1,0,,,,,,,51.64742327
,107479.26,4016.021236,107479.26,4016.021236,0.0,0.0,0.0,11.9,22.8,11.3,0.0,1,0,,,,,,,40.16021236
,103662.05,4117.369326,103662.05,4117.369326,0.0,0.0,0.0,11.2,20.4,12.6,0.0,1,0,,,,,,,41.17369326
,117799.97,3924.374108,117799.97,3924.374108,0.0,0.0,0.0,11.9,26.9,13.0,0.0,1,0,,,,,,,39.24374108
,117642.645,4752.506296,117642.645,4752.506296,0.0,0.0,0.0,13.7,24.6,5.2,0.0,1,0,,,,,,,47.52506296
,106654.955,4179.067694,106654.955,4179.067694,0.0,0.0,0.0,15.7,20.1,7.7,0.6,1,1,,,,,,,41.79067694
,117617.51,4447.286885,117617.51,4447.286885,0.0,0.0,0.0,11.9,17.5,7.9,0.0,1,0,,,,,,,44.47286885
,119079.465,4219.691383,119079.465,4219.691383,0.0,0.0,0.0,11.6,17.8,8.8,0.0,1,0,,,,,,,42.19691383
,108613.38,3776.521117,108613.38,3776.521117,0.0,0.0,0.0,7.7,18.3,11.7,0.0,1,0,,,,,,,37.76521117
,105277.715,3461.376686,105277.715,3461.376686,0.0,0.0,0.0,10.5,18.0,9.6,0.0,1,0,,,,,,,34.61376686
,121551.685,4206.435673,121551.685,4206.435673,0.0,0.0,0.0,8.8,19.6,12.3,0.0,1,0,,,,,,,42.06435673
,122642.235,3990.941551,122642.235,3990.941551,0.0,0.0,0.0,7.2,23.4,12.3,0.0,1,0,,,,,,,39.90941551
,118716.595,3629.480981,118716.595,3629.480981,0.0,0.0,0.0,10.2,23.2,7.2,0.0,1,0,,,,,,,36.29480981
,117357.835,2846.850414,117357.835,2846.850414,0.0,0.0,0.0,14.5,24.4,4.4,0.0,1,0,,,,,,,28.46850414
,116870.46,2947.793256,116870.46,2947.793256,0.0,0.0,0.0,11.5,17.2,7.8,6.2,1,0,,,,,,,29.47793256
,106892.995,3160.115059,106892.995,3160.115059,0.0,0.0,0.0,12.1,21.6,6.5,2.6,1,0,,,,,,,31.60115059
,105840.39,3339.244834,105840.39,3339.244834,0.0,0.0,0.0,9.9,21.7,11.0,0.0,1,0,,,,,,,33.39244834
,118254.555,2666.08072,118254.555,2666.08072,0.0,0.0,0.0,12.0,19.5,6.2,0.0,1,0,,,,,,,26.6608072
,122876.865,5464.689436,122876.865,5464.689436,0.0,0.0,0.0,13.4,17.9,10.6,0.2,1,0,,,,,,,54.64689436
,122721.46,6883.522597,122721.46,6883.522597,0.0,0.0,0.0,8.0,18.4,7.5,0.0,1,0,,,,,,,68.83522597
,128518.505,3392.431213,128518.505,3392.431213,0.0,0.0,0.0,9.0,12.8,8.5,8.0,1,0,,,,,,,33.92431213
,133467.37,3435.162112,133467.37,3435.162112,0.0,0.0,0.0,7.4,15.1,3.7,18.6,1,0,,,,,,,34.35162112
,111273.755,3380.626495,111273.755,3380.626495,0.0,0.0,0.0,11.0,16.9,9.0,8.4,1,0,,,,,,,33.80626495
,108729.71,3534.264715,108729.71,3534.264715,0.0,0.0,0.0,13.0,16.2,10.8,4.0,1,0,,,,,,,35.34264715
,129885.955,6024.414816,129885.955,6024.414816,0.0,0.0,0.0,6.8,15.9,8.2,0.0,1,0,,,,,,,60.24414816
,131900.52,5280.64375,131900.52,5280.64375,0.0,0.0,0.0,8.9,14.6,4.6,0.0,1,0,,,,,,,52.8064375
,133399.23,6694.419815,133399.23,6694.419815,0.0,0.0,0.0,9.4,14.3,7.6,2.0,1,0,,,,,,,66.94419815
,131757.155,5877.936129,131757.155,5877.936129,0.0,0.0,0.0,11.7,15.0,6.9,0.0,1,0,,,,,,,58.77936129
,127353.575,5187.921362,127353.575,5187.921362,0.0,0.0,0.0,12.3,17.7,8.0,0.2,1,0,,,,,,,51.87921362
,119262.145,5050.984306,119262.145,5050.984306,0.0,0.0,0.0,10.6,15.5,6.5,2.6,1,0,,,,,,,50.50984306
,112349.26,4223.245678,112349.26,4223.245678,0.0,0.0,0.0,11.8,16.2,1.7,0.0,1,0,,,,,,,42.23245678
,124046.805,4462.904299,124046.805,4462.904299,0.0,0.0,0.0,12.6,16.7,5.0,2.4,1,0,,,,,,,44.62904299
,126922.995,4942.962776,126922.995,4942.962776,0.0,0.0,0.0,13.0,17.0,3.6,0.0,1,0,,,,,,,49.42962776
,129352.83,6403.365739,129352.83,6403.365739,0.0,0.0,0.0,11.8,15.3,6.5,4.6,1,0,,,,,,,64.03365739
,129553.94,5367.380889,129553.94,5367.380889,0.0,0.0,0.0,12.9,16.1,5.1,0.0,1,0,,,,,,,53.67380889
,127957.57,5016.7851,127957.57,5016.7851,0.0,0.0,0.0,9.4,14.9,9.5,0.0,1,0,,,,,,,50.167851
,115384.085,4032.586681,115384.085,4032.586681,0.0,0.0,0.0,5.2,20.5,9.9,0.0,1,0,,,,,,,40.32586681
,106044.51,2923.390345,106044.51,2923.390345,0.0,0.0,0.0,7.3,20.7,8.0,0.0,1,0,,,,,,,29.23390345
,119360.265,3785.755522,119360.265,3785.755522,0.0,0.0,0.0,12.9,20.5,6.0,0.0,1,0,,,,,,,37.85755522
,123142.76,4422.734654,123142.76,4422.734654,0.0,0.0,0.0,13.7,17.9,8.1,0.8,1,0,,,,,,,44.22734654
,127830.62,4452.81418,127830.62,4452.81418,0.0,0.0,0.0,7.7,15.1,7.9,0.0,1,0,,,,,,,44.5281418
,131159.945,4874.805347,131159.945,4874.805347,0.0,0.0,0.0,9.6,14.8,7.6,5.0,1,0,,,,,,,48.74805347
,135864.065,5471.224889,135864.065,5471.224889,0.0,0.0,0.0,4.1,13.3,9.6,0.0,1,0,,,,,,,54.71224889
,123226.075,5387.095206,123226.075,5387.095206,0.0,0.0,0.0,3.5,13.6,9.6,0.2,1,0,,,,,,,53.87095206
,121177.585,4911.809214,121177.585,4911.809214,0.0,0.0,0.0,4.3,13.8,8.5,0.0,1,0,,,,,,,49.11809214
,135385.41,6487.597417,135385.41,6487.597417,0.0,0.0,0.0,4.5,14.4,9.3,0.0,1,0,,,,,,,64.87597417
,132975.13,5708.120687,132975.13,5708.120687,0.0,0.0,0.0,7.5,15.0,8.8,1.6,1,0,,,,,,,57.08120687
,132038.425,5731.144895,132038.425,5731.144895,0.0,0.0,0.0,5.6,19.1,9.4,0.4,1,0,,,,,,,57.31144895
,128577.63,4731.997182,128577.63,4731.997182,0.0,0.0,0.0,7.7,17.8,5.7,0.2,1,0,,,,,,,47.31997182
,129910.015,7017.963461,129910.015,7017.963461,0.0,0.0,0.0,12.4,13.6,3.3,0.6,1,0,,,,,,,70.17963461
,120232.195,5970.821319,120232.195,5970.821319,0.0,0.0,0.0,11.3,15.6,8.0,3.0,1,0,,,,,,,59.70821319
,117037.865,4074.275273,117037.865,4074.275273,0.0,0.0,0.0,4.1,15.3,9.3,0.0,1,0,,,,,,,40.74275273
,113420.985,3042.777115,113420.985,3042.777115,0.0,0.0,0.0,5.3,17.6,8.9,0.2,1,1,,,,,,,30.42777115
,127261.295,4223.98376,127261.295,4223.98376,0.0,0.0,0.0,7.9,16.6,6.7,0.4,1,0,,,,,,,42.2398376
,131574.605,4563.06579,131574.605,4563.06579,0.0,0.0,0.0,9.5,14.1,7.1,0.0,1,0,,,,,,,45.6306579
,130544.485,3910.932417,130544.485,3910.932417,0.0,0.0,0.0,8.6,14.5,7.8,5.6,1,0,,,,,,,39.10932417
,133009.01,4041.156354,133009.01,4041.156354,0.0,0.0,0.0,9.6,14.0,4.4,4.6,1,0,,,,,,,40.41156354
,124351.235,4413.151373,124351.235,4413.151373,0.0,0.0,0.0,6.9,13.1,7.1,2.2,1,0,,,,,,,44.13151373
,120785.595,3359.61063,120785.595,3359.61063,0.0,0.0,0.0,8.0,13.1,5.1,15.6,1,0,,,,,,,33.5961063
,138518.735,6069.455792,138518.735,6069.455792,0.0,0.0,0.0,9.5,12.0,5.9,7.2,1,0,,,,,,,60.69455792
,143830.12,5937.531474,143830.12,5937.531474,0.0,0.0,0.0,3.0,14.5,9.0,0.4,1,0,,,,,,,59.37531474
,141305.88,4925.059997,141305.88,4925.059997,0.0,0.0,0.0,4.3,15.3,8.0,0.2,1,0,,,,,,,49.25059997
,143542.02,7636.998968,143542.02,7636.998968,0.0,0.0,0.0,4.0,15.1,9.1,0.0,1,0,,,,,,,76.36998968
,140296.4,7097.777064,140296.4,7097.777064,0.0,0.0,0.0,4.3,15.0,8.5,0.0,1,0,,,,,,,70.97777064
,132165.425,5332.221919,132165.425,5332.221919,0.0,0.0,0.0,6.0,12.8,3.9,0.0,1,0,,,,,,,53.32221919
,125850.58,5133.664621,125850.58,5133.664621,0.0,0.0,0.0,9.0,13.1,5.7,0.0,1,0,,,,,,,51.33664621
,141972.715,6489.007262,141972.715,6489.007262,0.0,0.0,0.0,8.4,12.6,7.8,0.0,1,0,,,,,,,64.89007262
,142842.4,5521.739534,142842.4,5521.739534,0.0,0.0,0.0,8.4,14.1,6.6,0.0,1,0,,,,,,,55.21739534
,148100.13,5525.441098,148100.13,5525.441098,0.0,0.0,0.0,4.8,11.2,6.0,0.2,1,0,,,,,,,55.25441098
,150445.47,6085.589317,150445.47,6085.589317,0.0,0.0,0.0,5.3,10.6,5.2,0.0,1,0,,,,,,,60.85589317
