date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,Hour,DayOfWeek,Month,Year,demand_Lag_1,demand_Lag_7,Z_Score
2015-12-15,129077.41000000006,51.66083016540228,129077.41000000006,51.66083016540228,0.0,0.0,0.0,14.4,24.6,30.3,0.0,Y,N,0,1,12,2015,125784.95999999998,136800.91,0.657847328617027
2015-12-16,135930.08,78.64591998511294,135930.08,78.64591998511294,0.0,0.0,0.0,15.6,27.5,32.5,0.0,Y,N,0,2,12,2015,129077.41000000006,125965.02000000006,1.1564144387173594
2015-12-17,152366.30000000002,188.08612524029252,152366.30000000002,188.08612524029252,0.0,0.0,0.0,16.9,37.2,33.1,0.0,Y,N,0,3,12,2015,135930.08,125807.495,2.3522342733764616
2015-12-18,158052.89,81.19248625222859,158052.89,81.19248625222859,0.0,0.0,0.0,19.4,35.4,31.2,0.0,N,N,0,4,12,2015,152366.30000000002,116597.80999999998,2.76596304517278
2015-12-19,154924.89,69.3288208150414,154924.89,69.3288208150414,0.0,0.0,0.0,19.2,41.2,20.5,0.0,N,N,0,5,12,2015,158052.89,106139.41,2.538384901121796
2015-12-20,133421.03,54.64980429397074,133421.03,54.64980429397074,0.0,0.0,0.0,25.9,37.8,10.4,0.0,N,N,0,6,12,2015,154924.89,105218.515,0.9738681016549812
2015-12-21,113802.21,49.62125191681253,113802.21,49.62125191681253,0.0,0.0,0.0,15.0,20.2,25.4,6.0,N,N,0,0,12,2015,133421.03,125784.95999999998,0.45350230885343457
2015-12-22,119477.51500000006,37.53130426674841,119477.51500000006,37.53130426674841,0.0,0.0,0.0,12.0,22.8,32.9,0.0,N,N,0,1,12,2015,113802.21,129077.41000000006,0.04059457905059521
2015-12-23,126553.115,39.13822082688365,126553.115,39.13822082688365,0.0,0.0,0.0,15.1,26.0,32.4,0.0,N,N,0,2,12,2015,119477.51500000006,135930.08,0.47419183912303986
2015-12-24,134583.25000000006,50.81827517131588,134583.25000000006,50.81827517131588,0.0,0.0,0.0,16.7,34.6,32.8,0.4,N,N,0,3,12,2015,126553.115,152366.30000000002,1.0584256050369978
2015-12-25,119950.37000000002,22.115586241209588,117447.375,24.07189981044701,2502.995,-69.68,0.020833334,21.7,34.1,33.3,0.0,N,Y,0,4,12,2015,134583.25000000006,158052.89,0.006191937328977403
2015-12-26,95093.295,14.96710808632722,95093.295,14.96710808632722,0.0,0.0,0.0,12.7,20.0,19.2,30.6,N,Y,0,5,12,2015,119950.37000000002,154924.89,1.8146724344632867
2015-12-27,96394.94,19.823183585155,96394.94,19.823183585155,0.0,0.0,0.0,11.9,19.4,27.6,5.2,N,N,0,6,12,2015,95093.295,133421.03,1.7199710427391037
2015-12-28,100048.44,20.097539916664363,100048.44,20.097539916664363,0.0,0.0,0.0,12.8,20.8,33.2,0.0,N,Y,0,0,12,2015,96394.94,113802.21,1.454160061508199
2015-12-29,111647.54,27.33170157040629,111647.54,27.33170157040629,0.0,0.0,0.0,12.4,23.9,33.0,0.0,N,N,0,1,12,2015,100048.44,119477.51500000006,0.6102656719104476
2015-12-30,128552.13499999998,43.82687479325025,128552.13499999998,43.82687479325025,0.0,0.0,0.0,13.9,34.7,32.8,0.0,N,N,0,2,12,2015,111647.54,126553.115,0.6196308613483571
2015-12-31,146473.835,101.99155882414084,146473.835,101.99155882414084,0.0,0.0,0.0,19.7,39.7,29.6,0.0,N,N,0,3,12,2015,128552.13499999998,134583.25000000006,1.92352703278011
2016-01-01,116040.92499999994,32.527673360066736,116040.92499999994,32.527673360066736,0.0,0.0,0.0,19.8,24.2,22.0,0.0,N,Y,0,4,1,2016,146473.835,119950.37000000002,0.2906242382782796
2016-01-02,99622.63999999996,21.894560763497143,99622.63999999996,21.894560763497143,0.0,0.0,0.0,17.1,27.6,25.1,0.0,N,N,0,5,1,2016,116040.92499999994,95093.295,1.4851392091223037
2016-01-03,97656.44500000002,19.89538480179161,97656.44500000002,19.89538480179161,0.0,0.0,0.0,17.5,27.1,25.7,0.0,N,N,0,6,1,2016,99622.63999999996,96394.94,1.6281900431831444
2016-01-04,110932.505,25.443479235865087,110932.505,25.443479235865087,0.0,0.0,0.0,16.3,26.0,15.3,0.0,N,N,0,0,1,2016,97656.44500000002,100048.44,0.6622881585573442
2016-01-05,117873.58,29.917187373964552,117873.58,29.917187373964552,0.0,0.0,0.0,17.1,25.7,25.8,0.0,N,N,0,1,1,2016,110932.505,111647.54,0.15728912843628184
2016-01-06,115064.265,31.79025205436284,115064.265,31.79025205436284,0.0,0.0,0.0,17.3,25.7,18.1,0.0,N,N,0,2,1,2016,117873.58,128552.13499999998,0.3616812939588492
2016-01-07,112392.695,34.445069173312376,112392.695,34.445069173312376,0.0,0.0,0.0,16.3,21.3,30.4,0.0,N,N,0,3,1,2016,115064.265,146473.835,0.5560517998099636
2016-01-08,111879.54000000002,36.88815615527199,111879.54000000002,36.88815615527199,0.0,0.0,0.0,16.2,20.6,25.4,0.0,N,N,0,4,1,2016,112392.695,116040.92499999994,0.5933864745255899
2016-01-09,105482.69500000004,41.98782325100813,105482.69500000004,41.98782325100813,0.0,0.0,0.0,16.8,21.4,21.3,0.0,N,N,0,5,1,2016,111879.54000000002,99622.63999999996,1.0587899632985482
2016-01-10,113049.145,44.479787031118185,113049.145,44.479787031118185,0.0,0.0,0.0,15.7,31.5,31.3,0.0,N,N,0,6,1,2016,105482.69500000004,97656.44500000002,0.508291674278548
2016-01-11,141133.08499999993,88.11610079061191,141133.08499999993,88.11610079061191,0.0,0.0,0.0,17.2,36.4,15.8,0.0,N,N,0,0,1,2016,113049.145,110932.505,1.5349599059130044
2016-01-12,135006.11,62.53997501853807,135006.11,62.53997501853807,0.0,0.0,0.0,17.1,24.8,29.1,0.8,N,N,0,1,1,2016,141133.08499999993,117873.58,1.0891908524773377
2016-01-13,160011.07499999998,545.7378196465464,160011.07499999998,545.7378196465464,0.0,0.0,0.0,16.8,42.2,25.0,0.2,N,N,0,2,1,2016,135006.11,115064.265,2.9084311103928786
2016-01-14,120396.335,36.371404186431405,117671.66999999998,37.21959734020941,2724.665,-0.26,0.020833334,16.1,18.1,3.9,0.4,N,N,0,3,1,2016,160011.07499999998,112392.695,0.02625431810954337
2016-01-15,113244.79,30.203903073156837,113244.79,30.203903073156837,0.0,0.0,0.0,13.6,19.2,19.7,1.0,N,N,0,4,1,2016,120396.335,111879.54000000002,0.49405749077699673
2016-01-16,103046.17,23.674970106603663,103046.17,23.674970106603663,0.0,0.0,0.0,11.9,22.3,32.6,0.0,N,N,0,5,1,2016,113244.79,105482.69500000004,1.236059732299134
2016-01-17,114097.07000000002,29.15326195493013,114097.07000000002,29.15326195493013,0.0,0.0,0.0,14.9,32.7,31.5,0.0,N,N,0,6,1,2016,103046.17,113049.145,0.4320497220392157
2016-01-18,147817.58500000002,43.4093580158274,147817.58500000002,43.4093580158274,0.0,0.0,0.0,18.6,35.3,30.4,0.0,N,N,0,0,1,2016,114097.07000000002,141133.08499999993,2.0212917805641624
2016-01-19,148612.37000000005,49.25793525162137,148612.37000000005,49.25793525162137,0.0,0.0,0.0,17.9,30.9,27.2,0.0,N,N,0,1,1,2016,147817.58500000002,135006.11,2.0791164913121065
2016-01-20,142471.50999999998,53.30039876533912,142471.50999999998,53.30039876533912,0.0,0.0,0.0,19.3,29.1,18.6,1.0,N,N,0,2,1,2016,148612.37000000005,160011.07499999998,1.632337232463979
2016-01-21,139450.61500000002,55.470089536356646,139450.61500000002,55.470089536356646,0.0,0.0,0.0,19.0,26.7,14.9,0.8,N,N,0,3,1,2016,142471.50999999998,120396.335,1.412551529947071
2016-01-22,129135.185,42.33773276779679,129135.185,42.33773276779679,0.0,0.0,0.0,17.5,22.8,6.5,1.6,N,N,0,4,1,2016,139450.61500000002,113244.79,0.6620507580519793
2016-01-23,108097.84500000004,26.975023327708325,108097.84500000004,26.975023327708325,0.0,0.0,0.0,17.3,21.9,23.2,7.0,N,N,0,5,1,2016,129135.185,103046.17,0.8685243036390429
2016-01-24,103396.30000000005,26.41220906550813,103396.30000000005,26.41220906550813,0.0,0.0,0.0,16.2,22.2,23.4,5.2,N,N,0,6,1,2016,108097.84500000004,114097.07000000002,1.2105859677286155
2016-01-25,112649.59999999996,27.596590143240647,112649.59999999996,27.596590143240647,0.0,0.0,0.0,16.7,20.9,25.7,0.4,N,N,0,0,1,2016,103396.30000000005,147817.58500000002,0.5373606351368792
2016-01-26,110152.815,25.27669394286473,110152.815,25.27669394286473,0.0,0.0,0.0,16.5,29.4,28.7,0.0,N,Y,0,1,1,2016,112649.59999999996,148612.37000000005,0.7190146301478533
2016-01-27,133718.035,32.759849454862234,133718.035,32.759849454862234,0.0,0.0,0.0,19.3,29.5,22.2,0.0,N,N,0,2,1,2016,110152.815,142471.50999999998,0.9954767482898481
2016-01-28,134169.83,33.32496815938428,134169.83,33.32496815938428,0.0,0.0,0.0,20.3,27.5,19.0,3.6,Y,N,0,3,1,2016,133718.035,139450.61500000002,1.0283471663178245
2016-01-29,123615.21000000006,32.69384721184389,123615.21000000006,32.69384721184389,0.0,0.0,0.0,14.4,18.3,14.3,14.2,Y,N,0,4,1,2016,134169.83,129135.185,0.2604440874292762
2016-01-30,107579.345,23.84687233362501,107579.345,23.84687233362501,0.0,0.0,0.0,12.3,22.4,24.0,1.2,Y,N,0,5,1,2016,123615.21000000006,108097.84500000004,0.9062478546909755
2016-01-31,101279.65,23.47662571355648,101279.65,23.47662571355648,0.0,0.0,0.0,13.9,21.8,26.3,10.6,Y,N,0,6,1,2016,107579.345,103396.30000000005,1.364583179559027
2016-02-01,121942.89499999996,31.588766651390397,121942.89499999996,31.588766651390397,0.0,0.0,0.0,12.5,23.6,29.4,0.0,Y,N,0,0,2,2016,101279.65,112649.59999999996,0.1387745401247222
2016-02-02,133989.155,35.64081616232299,133989.155,35.64081616232299,0.0,0.0,0.0,15.4,31.5,25.5,0.0,Y,N,0,1,2,2016,121942.89499999996,110152.815,1.0152021275785634
2016-02-03,122594.475,27.876043975064945,122594.475,27.876043975064945,0.0,0.0,0.0,18.1,21.0,11.0,0.6,Y,N,0,2,2,2016,133989.155,133718.035,0.18618034802138156
2016-02-04,119919.605,22.392378203714053,119919.605,22.392378203714053,0.0,0.0,0.0,17.3,20.9,21.7,2.4,Y,N,0,3,2,2016,122594.475,134169.83,0.008430249861501385
2016-02-05,126330.55000000002,26.85450220394037,124411.22500000002,27.296099999417248,1919.325,-1.77,0.020833334,15.3,29.4,29.0,0.0,Y,N,0,4,2,2016,119919.605,123615.21000000006,0.4579990866835564
2016-02-06,123737.01,28.72453436405164,123737.01,28.72453436405164,0.0,0.0,0.0,16.5,32.6,28.8,0.0,Y,N,0,5,2,2016,126330.55000000002,107579.345,0.26930566605632034
2016-02-07,124436.80999999998,33.49284633743023,124436.80999999998,33.49284633743023,0.0,0.0,0.0,19.1,27.7,28.5,0.0,Y,N,0,6,2,2016,123737.01,101279.65,0.32021972782322444
2016-02-08,129327.22500000002,33.90860309575187,129327.22500000002,33.90860309575187,0.0,0.0,0.0,19.2,22.9,23.3,0.0,Y,N,0,0,2,2016,124436.80999999998,121942.89499999996,0.6760226591976175
2016-02-09,131271.26499999998,38.70567585030891,131271.26499999998,38.70567585030891,0.0,0.0,0.0,17.4,22.7,27.7,0.0,Y,N,0,1,2,2016,129327.22500000002,133989.155,0.8174616026633678
2016-02-10,132265.005,41.37607961909501,132265.005,41.37607961909501,0.0,0.0,0.0,17.4,23.3,25.3,0.0,Y,N,0,2,2,2016,131271.26499999998,122594.475,0.8897613164962416
2016-02-11,131003.79000000004,34.38993371527647,131003.79000000004,34.38993371527647,0.0,0.0,0.0,18.0,23.8,27.6,0.0,Y,N,0,3,2,2016,132265.005,119919.605,0.798001415937017
2016-02-12,133845.52000000002,40.62665068580553,133845.52000000002,40.62665068580553,0.0,0.0,0.0,16.7,24.9,27.9,0.0,Y,N,0,4,2,2016,131003.79000000004,126330.55000000002,1.0047519400079885
2016-02-13,120839.995,32.231397957274,120839.995,32.231397957274,0.0,0.0,0.0,17.7,30.3,23.4,0.0,Y,N,0,5,2,2016,133845.52000000002,123737.01,0.05853287290163322
2016-02-14,104364.735,26.267269679264743,104364.735,26.267269679264743,0.0,0.0,0.0,16.4,24.5,22.9,0.0,Y,N,0,6,2,2016,120839.995,124436.80999999998,1.140127323248435
2016-02-15,120863.325,32.56207053256229,120863.325,32.56207053256229,0.0,0.0,0.0,14.0,26.1,25.4,0.0,Y,N,0,0,2,2016,104364.735,129327.22500000002,0.06023025081106732
2016-02-16,117062.03499999996,29.58535342521597,117062.03499999996,29.58535342521597,0.0,0.0,0.0,13.7,18.4,14.5,3.6,Y,N,0,1,2,2016,120863.325,131271.26499999998,0.21633321568496003
2016-02-17,119481.78999999998,32.504514056075,119481.78999999998,32.504514056075,0.0,0.0,0.0,12.7,21.1,16.2,0.6,Y,N,0,2,2,2016,117062.03499999996,132265.005,0.040283550736720505
2016-02-18,125964.18500000006,47.404309144698544,125964.18500000006,47.404309144698544,0.0,0.0,0.0,15.5,22.6,20.6,1.2,Y,N,0,3,2,2016,119481.78999999998,131003.79000000004,0.4313441420719099
2016-02-19,122991.66000000002,43.69489681210904,122991.66000000002,43.69489681210904,0.0,0.0,0.0,15.8,22.0,11.2,0.2,Y,N,0,4,2,2016,125964.18500000006,133845.52000000002,0.21507760669941636
2016-02-20,105911.71,26.30452433446689,105911.71,26.30452433446689,0.0,0.0,0.0,15.8,20.8,23.8,0.0,Y,N,0,5,2,2016,122991.66000000002,120839.995,1.0275769078413788
2016-02-21,107884.355,24.60568175895384,105842.515,26.429398215830396,2041.84,-69.93,0.020833334,12.6,24.7,26.5,0.0,Y,N,0,6,2,2016,105911.71,104364.735,0.8840568029911706
2016-02-22,130527.325,55.2802314530693,130527.325,55.2802314530693,0.0,0.0,0.0,15.6,29.5,8.4,0.0,Y,N,0,0,2,2016,107884.355,120863.325,0.7633361280836727
2016-02-23,156924.83,66.96065647068089,156924.83,66.96065647068089,0.0,0.0,0.0,18.1,39.4,19.4,0.0,Y,N,0,1,2,2016,130527.325,117062.03499999996,2.6838908580953635
2016-02-24,152419.415,72.24069994265493,152419.415,72.24069994265493,0.0,0.0,0.0,22.4,25.6,15.8,0.0,Y,N,0,2,2,2016,156924.83,119481.78999999998,2.356098663760498
2016-02-25,138064.85500000007,43.3867860647809,138064.85500000007,43.3867860647809,0.0,0.0,0.0,19.6,26.4,13.8,0.4,Y,N,0,3,2,2016,152419.415,125964.18500000006,1.3117303378434648
2016-02-26,122575.93499999998,35.552542869038696,122575.93499999998,35.552542869038696,0.0,0.0,0.0,15.5,23.5,19.3,0.0,Y,N,0,4,2,2016,138064.85500000007,122991.66000000002,0.1848314673338143
2016-02-27,110545.83999999995,32.10570562628139,110545.83999999995,32.10570562628139,0.0,0.0,0.0,17.7,22.2,17.7,0.0,Y,N,0,5,2,2016,122575.93499999998,105911.71,0.6904200329401721
2016-02-28,105781.98500000002,30.398442682371662,105781.98500000002,30.398442682371662,0.0,0.0,0.0,17.7,22.7,21.5,0.0,Y,N,0,6,2,2016,110545.83999999995,107884.355,1.0370150711204746
2016-02-29,125400.08,41.25807900840256,125400.08,41.25807900840256,0.0,0.0,0.0,15.0,23.7,18.2,0.0,Y,N,0,0,2,2016,105781.98500000002,130527.325,0.39030259189611305
2016-03-01,142242.595,96.28761922334162,142242.595,96.28761922334162,0.0,0.0,0.0,17.3,33.7,23.4,0.0,Y,N,0,1,3,2016,125400.08,156924.83,1.615682484751247
2016-03-02,145182.97999999998,53.91107114208566,145182.97999999998,53.91107114208566,0.0,0.0,0.0,17.6,34.7,22.6,0.0,Y,N,0,2,3,2016,142242.595,152419.415,1.8296106692446448
2016-03-03,136226.12,49.55216250928972,136226.12,49.55216250928972,0.0,0.0,0.0,17.4,23.9,21.8,0.2,Y,N,0,3,3,2016,145182.97999999998,138064.85500000007,1.1779528766217249
2016-03-04,149376.5700000001,43.22741725961441,149376.5700000001,43.22741725961441,0.0,0.0,0.0,16.5,33.0,21.2,0.2,Y,N,0,4,3,2016,136226.12,122575.93499999998,2.1347159854565345
2016-03-05,124692.31500000002,37.42538579983858,124692.31500000002,37.42538579983858,0.0,0.0,0.0,20.4,23.7,11.4,1.2,Y,N,0,5,3,2016,149376.5700000001,110545.83999999995,0.3388090352707162
2016-03-06,117707.95,41.3206478033132,117707.95,41.3206478033132,0.0,0.0,0.0,17.4,25.2,21.3,0.0,Y,N,0,6,3,2016,124692.31500000002,105781.98500000002,0.16933956577616852
2016-03-07,131465.825,41.149502563498906,131465.825,41.149502563498906,0.0,0.0,0.0,18.6,24.9,7.9,3.2,Y,N,0,0,3,2016,117707.95,125400.08,0.8316168468150831
2016-03-08,160285.01499999998,253.03203234937476,160285.01499999998,253.03203234937476,0.0,0.0,0.0,19.9,38.9,20.8,0.6,Y,N,0,1,3,2016,131465.825,142242.595,2.928361659236014
2016-03-09,152599.125,66.4116033909107,152599.125,66.4116033909107,0.0,0.0,0.0,20.8,28.5,10.8,0.0,Y,N,0,2,3,2016,160285.01499999998,145182.97999999998,2.3691734937692575
2016-03-10,135635.70500000005,46.52161234683739,135635.70500000005,46.52161234683739,0.0,0.0,0.0,18.1,22.1,3.9,0.6,Y,N,0,3,3,2016,152599.125,136226.12,1.1349971381562995
2016-03-11,141414.34999999998,49.79353314214576,141414.34999999998,49.79353314214576,0.0,0.0,0.0,18.8,26.1,19.6,8.4,Y,N,0,4,3,2016,135635.70500000005,149376.5700000001,1.555423386311505
2016-03-12,119690.755,37.32101386067789,119690.755,37.32101386067789,0.0,0.0,0.0,18.7,22.3,7.0,0.2,Y,N,0,5,3,2016,141414.34999999998,124692.31500000002,0.025080268488760243
2016-03-13,111329.61999999998,30.08696209777776,111329.61999999998,30.08696209777776,0.0,0.0,0.0,17.7,23.2,13.8,0.0,Y,N,0,6,3,2016,119690.755,117707.95,0.633395992740592
2016-03-14,105388.56999999996,24.79442999131691,105388.56999999996,24.79442999131691,0.0,0.0,0.0,18.4,21.3,10.6,0.0,Y,Y,0,0,3,2016,111329.61999999998,131465.825,1.0656380428410084
2016-03-15,123073.98,28.460127691897178,123073.98,28.460127691897178,0.0,0.0,0.0,15.1,26.8,20.7,0.0,Y,N,0,1,3,2016,105388.56999999996,160285.01499999998,0.22106681156459282
2016-03-16,135047.625,54.35305580531311,135047.625,54.35305580531311,0.0,0.0,0.0,15.3,31.4,18.9,0.0,Y,N,0,2,3,2016,123073.98,152599.125,1.0922112829921329
2016-03-17,143184.8049999999,49.491101501657255,143184.8049999999,49.491101501657255,0.0,0.0,0.0,18.3,32.5,19.6,0.0,Y,N,0,3,3,2016,135047.625,135635.70500000005,1.6842331251304847
2016-03-18,118189.72000000006,33.972023618466984,118189.72000000006,33.972023618466984,0.0,0.0,0.0,15.2,19.5,6.7,13.4,Y,N,0,4,3,2016,143184.8049999999,141414.34999999998,0.13428831179296624
2016-03-19,105484.09999999998,48.7174899804805,105484.09999999998,48.7174899804805,0.0,0.0,0.0,12.0,18.8,10.7,5.8,Y,N,0,5,3,2016,118189.72000000006,119690.755,1.0586877422971486
2016-03-20,100394.05999999998,47.17506412480978,100394.05999999998,47.17506412480978,0.0,0.0,0.0,10.1,23.3,19.0,0.2,Y,N,0,6,3,2016,105484.09999999998,111329.61999999998,1.4290144227144341
2016-03-21,117796.71500000004,49.67654934902047,117796.71500000004,49.67654934902047,0.0,0.0,0.0,11.2,23.5,19.7,0.0,Y,N,0,0,3,2016,100394.05999999998,105388.56999999996,0.16288145389742958
2016-03-22,124081.46,56.87274821476148,124081.46,56.87274821476148,0.0,0.0,0.0,11.4,24.3,21.1,0.0,Y,N,0,1,3,2016,117796.71500000004,123073.98,0.29436618131155184
2016-03-23,126074.895,44.26219137917983,126074.895,44.26219137917983,0.0,0.0,0.0,13.7,28.8,12.7,0.0,Y,N,0,2,3,2016,124081.46,135047.625,0.4393988659618948
2016-03-24,125072.72999999998,42.354944323195,125072.72999999998,42.354944323195,0.0,0.0,0.0,16.3,21.2,10.4,0.0,N,N,0,3,3,2016,126074.895,143184.8049999999,0.36648618989640264
2016-03-25,101740.88999999998,30.2218554796405,101740.88999999998,30.2218554796405,0.0,0.0,0.0,15.9,20.4,14.4,0.0,N,Y,0,4,3,2016,125072.72999999998,118189.72000000006,1.3310255890340674
2016-03-26,102726.74499999997,30.53949742688724,102726.74499999997,30.53949742688724,0.0,0.0,0.0,14.1,20.2,8.2,0.4,N,Y,0,5,3,2016,101740.88999999998,105484.09999999998,1.259299549646798
2016-03-27,98324.64500000002,25.86103520841595,98324.64500000002,25.86103520841595,0.0,0.0,0.0,14.3,19.9,14.0,1.0,N,Y,0,6,3,2016,102726.74499999997,100394.05999999998,1.579575044508315
2016-03-28,102746.6,27.58617696935957,102746.6,27.58617696935957,0.0,0.0,0.0,9.4,19.2,13.0,0.2,N,Y,0,0,3,2016,98324.64500000002,117796.71500000004,1.2578549959223282
2016-03-29,118281.13,31.07095134828353,118281.13,31.07095134828353,0.0,0.0,0.0,14.5,17.9,5.7,0.0,N,N,0,1,3,2016,102746.6,124081.46,0.12763776251301484
2016-03-30,122625.21,29.06251382117919,122625.21,29.06251382117919,0.0,0.0,0.0,15.5,18.7,8.5,0.0,N,N,0,2,3,2016,118281.13,126074.895,0.18841647789906926
2016-03-31,122964.71499999998,21.902028967008956,118262.93499999998,26.05331575992089,4701.78,-82.51446014062759,0.041666668,11.3,22.7,17.1,0.0,N,N,0,3,3,2016,122625.21,125072.72999999998,0.21311721888245283
2016-04-01,116321.6,14.490796653845893,113832.29499999998,15.12608467438876,2489.305,-14.56,0.020833334,13.1,26.5,16.7,0.0,N,N,0,4,4,2016,122964.71499999998,101740.88999999998,0.2702036834248513
2016-04-02,102832.72,13.568986458784714,102832.72,13.568986458784714,0.0,0.0,0.0,15.5,19.5,8.3,0.0,N,N,0,5,4,2016,116321.6,102726.74499999997,1.2515893214448124
2016-04-03,102084.00000000004,15.803999542533598,102084.00000000004,15.803999542533598,0.0,0.0,0.0,11.3,18.8,15.4,0.0,N,N,0,6,4,2016,102832.72,98324.64500000002,1.3060625656947622
2016-04-04,120445.73500000002,38.46855030856842,120445.73500000002,38.46855030856842,0.0,0.0,0.0,9.7,21.2,18.4,0.0,N,N,0,0,4,2016,102084.00000000004,102746.6,0.02984842306993998
2016-04-05,120371.23500000002,21.423208151847906,104599.47499999998,34.531705549191344,15771.76,-65.51331293400355,0.16666667,12.3,29.0,17.1,0.0,N,N,0,1,4,2016,120445.73500000002,118281.13,0.02442816356488937
2016-04-06,125657.125,45.52080454848858,125657.125,45.52080454848858,0.0,0.0,0.0,13.6,15.6,3.9,12.8,N,N,0,2,4,2016,120371.23500000002,122625.21,0.40900394229176035
2016-04-07,125663.33000000002,52.13196851897843,125663.33000000002,52.13196851897843,0.0,0.0,0.0,8.3,18.4,13.1,6.8,N,N,0,3,4,2016,125657.125,122964.71499999998,0.4094553880666453
2016-04-08,124266.885,75.35781073815444,124266.885,75.35781073815444,0.0,0.0,0.0,11.9,20.0,9.6,0.0,N,N,0,4,4,2016,125663.33000000002,116321.6,0.3078568070662357
2016-04-09,109044.89999999998,73.13914453266499,109044.89999999998,73.13914453266499,0.0,0.0,0.0,10.4,22.3,13.0,0.0,N,N,0,5,4,2016,124266.885,102832.72,0.7996211645040716
2016-04-10,99845.34500000004,35.12054575453668,99845.34500000004,35.12054575453668,0.0,0.0,0.0,13.6,23.5,9.6,0.0,N,N,0,6,4,2016,109044.89999999998,102084.00000000004,1.4689362709602531
2016-04-11,118614.00499999996,62.30651080536403,118614.00499999996,62.30651080536403,0.0,0.0,0.0,14.5,20.1,14.1,0.0,N,N,0,0,4,2016,99845.34500000004,120445.73500000002,0.1034193882480016
2016-04-12,123808.75999999998,62.96455249652773,123808.75999999998,62.96455249652773,0.0,0.0,0.0,14.0,18.7,13.5,0.2,Y,N,0,1,4,2016,118614.00499999996,120371.23500000002,0.27452584886823045
2016-04-13,124686.63,77.21022317910108,124686.63,77.21022317910108,0.0,0.0,0.0,11.3,20.0,12.6,0.2,Y,N,0,2,4,2016,123808.75999999998,125657.125,0.33839542217962526
2016-04-14,126519.06499999994,92.92520704369734,126519.06499999994,92.92520704369734,0.0,0.0,0.0,11.6,27.0,12.7,0.0,Y,N,0,3,4,2016,124686.63,125663.33000000002,0.4717145258861633
2016-04-15,124721.48500000002,81.7178479353417,124721.48500000002,81.7178479353417,0.0,0.0,0.0,13.4,27.0,15.9,0.0,Y,N,0,4,4,2016,126519.06499999994,124266.885,0.3409313033212171
2016-04-16,108525.965,51.52896856480383,108525.965,51.52896856480383,0.0,0.0,0.0,14.0,20.3,8.3,0.0,Y,N,0,5,4,2016,124721.48500000002,109044.89999999998,0.8373763640510965
2016-04-17,100526.305,39.12944308158944,100526.305,39.12944308158944,0.0,0.0,0.0,13.1,19.8,14.7,0.0,Y,N,0,6,4,2016,108525.965,99845.34500000004,1.41939291642926
2016-04-18,123441.82000000002,61.629114917456654,123441.82000000002,61.629114917456654,0.0,0.0,0.0,9.8,25.0,15.0,0.0,Y,N,0,0,4,2016,100526.305,118614.00499999996,0.2478290700389278
2016-04-19,126846.44500000002,54.571191788622855,126846.44500000002,54.571191788622855,0.0,0.0,0.0,13.6,27.4,14.5,0.0,Y,N,0,1,4,2016,123441.82000000002,123808.75999999998,0.49553311054071214
2016-04-20,125204.785,40.05366229533479,125204.785,40.05366229533479,0.0,0.0,0.0,15.3,28.0,14.0,0.0,Y,N,0,2,4,2016,126846.44500000002,124686.63,0.37609387270096073
2016-04-21,125514.13999999994,55.740468583858366,125514.13999999994,55.740468583858366,0.0,0.0,0.0,17.1,24.2,5.6,0.4,Y,N,0,3,4,2016,125204.785,126519.06499999994,0.3986010455759217
2016-04-22,120124.305,52.29655517507467,120124.305,52.29655517507467,0.0,0.0,0.0,14.6,16.7,7.9,21.6,Y,N,0,4,4,2016,125514.13999999994,124721.48500000002,0.006462731624187798
2016-04-23,108773.745,36.73452620391069,108773.745,36.73452620391069,0.0,0.0,0.0,12.3,18.6,8.5,0.0,Y,N,0,5,4,2016,120124.305,108525.965,0.8193490902234262
2016-04-24,105642.28000000004,30.68045485245112,105642.28000000004,30.68045485245112,0.0,0.0,0.0,9.1,20.0,14.8,0.0,Y,N,0,6,4,2016,108773.745,100526.305,1.0471793309077626
2016-04-25,104072.435,39.08786121512388,98779.56,41.29972053125161,5292.875,-2.191498306685875,0.0625,9.9,25.0,14.8,0.0,Y,Y,0,0,4,2016,105642.28000000004,123441.82000000002,1.1613936568501306
2016-04-26,117437.665,56.436415142876,117437.665,56.436415142876,0.0,0.0,0.0,11.3,25.6,14.6,0.0,Y,N,0,1,4,2016,104072.435,126846.44500000002,0.18900419450533124
2016-04-27,118531.5,19.411138104217027,99880.91499999998,29.758515538729306,18650.585,-36.00296960390251,0.20833333,13.0,25.4,13.5,0.0,Y,N,0,2,4,2016,117437.665,125204.785,0.10942205281798803
2016-04-28,126847.01999999996,60.58197892626885,126847.01999999996,60.58197892626885,0.0,0.0,0.0,19.8,24.9,5.3,0.0,Y,N,0,3,4,2016,118531.5,125514.13999999994,0.4955749447583641
2016-04-29,122054.13,51.74834177385066,114678.89999999998,55.12602008128784,7375.23,-0.7718417120550817,0.083333336,16.9,20.6,3.7,0.4,Y,N,0,4,4,2016,126847.01999999996,120124.305,0.1468674604743134
2016-04-30,103505.195,27.10790617900869,103505.195,27.10790617900869,0.0,0.0,0.0,16.4,24.1,12.7,6.2,Y,N,0,5,4,2016,122054.13,108773.745,1.2026632944561018
