date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,Hour,DayOfWeek,Month,Year,demand_Lag_1,demand_Lag_7,Z_Score
2015-01-29,119313.73,19.624827355577604,119313.73,19.624827355577604,0.0,0.0,0.0,12.8,22.2,28.9,0.0,Y,N,0,3,1,2015,116763.72499999998,153232.1,0.052510783118179756
2015-01-30,121018.15,21.029356082124878,121018.15,21.029356082124878,0.0,0.0,0.0,13.1,21.0,27.6,0.0,Y,N,0,4,1,2015,119313.73,138095.19999999998,0.07149456863481826
2015-01-31,103822.97,16.538846727752063,103822.97,16.538846727752063,0.0,0.0,0.0,14.3,20.2,26.2,0.0,Y,N,0,5,1,2015,121018.15,116310.58999999998,1.1795435231243243
2015-02-01,100178.84,14.578844423632775,100178.84,14.578844423632775,0.0,0.0,0.0,13.2,19.0,17.3,9.2,Y,N,0,6,2,2015,103822.97,97959.46000000004,1.4446727884953323
2015-02-02,118694.15999999996,22.27003219492855,118694.15999999996,22.27003219492855,0.0,0.0,0.0,13.5,21.1,23.9,3.8,Y,N,0,0,2,2015,100178.84,103769.48000000004,0.09758769830669523
2015-02-03,122880.13,27.00383232545409,122880.13,27.00383232545409,0.0,0.0,0.0,16.1,20.0,22.7,0.0,Y,N,0,1,2,2015,118694.15999999996,118393.31,0.20696322357729063
2015-02-04,117398.03000000006,27.809134200122436,117398.03000000006,27.809134200122436,0.0,0.0,0.0,14.8,19.0,21.2,0.0,Y,N,0,2,2,2015,122880.13,116763.72499999998,0.1918878453171747
2015-02-05,122279.42500000006,31.38457073747281,122279.42500000006,31.38457073747281,0.0,0.0,0.0,13.3,24.2,28.8,0.0,Y,N,0,3,2,2015,117398.03000000006,119313.73,0.16325883450371853
2015-02-06,141837.005,38.84018027030393,141837.005,38.84018027030393,0.0,0.0,0.0,14.5,35.7,28.4,0.0,Y,N,0,4,2,2015,122279.42500000006,121018.15,1.586173718943818
2015-02-07,132138.36500000002,28.761706782507872,132138.36500000002,28.761706782507872,0.0,0.0,0.0,18.8,35.0,16.1,0.0,Y,N,0,5,2,2015,141837.005,103822.97,0.880547602889268
2015-02-08,112108.215,23.97410660449817,112108.215,23.97410660449817,0.0,0.0,0.0,18.9,21.5,16.6,0.0,Y,N,0,6,2,2015,132138.36500000002,100178.84,0.5767491880515321
2015-02-09,126813.07500000006,28.90913470554987,126813.07500000006,28.90913470554987,0.0,0.0,0.0,13.6,28.3,28.6,0.0,Y,N,0,0,2,2015,112108.215,118694.15999999996,0.49310527081341876
2015-02-10,145948.56499999994,37.522599975546186,145948.56499999994,37.522599975546186,0.0,0.0,0.0,16.4,27.8,27.7,0.0,Y,N,0,1,2,2015,126813.07500000006,122880.13,1.8853109292872483
2015-02-11,149322.85,32.655454296177695,149322.85,32.655454296177695,0.0,0.0,0.0,18.1,26.8,24.1,0.0,Y,N,0,2,2,2015,145948.56499999994,117398.03000000006,2.1308075782000007
2015-02-12,131376.78000000006,26.576634936173647,131376.78000000006,26.576634936173647,0.0,0.0,0.0,17.8,21.9,23.8,0.0,Y,N,0,3,2,2015,149322.85,122279.42500000006,0.8251383634912309
2015-02-13,136070.62,18.736970611657387,133078.54,26.32285732057174,2992.08,-318.66,0.020833334,16.1,32.4,14.9,0.0,Y,N,0,4,2,2015,131376.78000000006,141837.005,1.1666394490642031
2015-02-14,119692.025,20.24010323118855,119692.025,20.24010323118855,0.0,0.0,0.0,19.0,25.1,20.8,19.6,Y,N,0,5,2,2015,136070.62,132138.36500000002,0.02498786943411115
2015-02-15,125287.70999999998,24.58418694100164,125287.70999999998,24.58418694100164,0.0,0.0,0.0,18.2,34.4,25.7,0.4,Y,N,0,6,2,2015,119692.025,112108.215,0.3821270944386275
2015-02-16,131832.62999999998,31.949040602087678,131832.62999999998,31.949040602087678,0.0,0.0,0.0,17.4,24.6,26.3,0.0,Y,N,0,0,2,2015,125287.70999999998,126813.07500000006,0.858303803697632
2015-02-17,127666.01,30.25014938549424,127666.01,30.25014938549424,0.0,0.0,0.0,17.6,20.6,8.3,0.0,Y,N,0,1,2,2015,131832.62999999998,145948.56499999994,0.5551606941817411
2015-02-18,125972.765,30.23579275091724,125972.765,30.23579275091724,0.0,0.0,0.0,17.7,21.2,7.8,0.0,Y,N,0,2,2,2015,127666.01,149322.85,0.43196838135450094
2015-02-19,139399.68999999994,33.59896067918086,139399.68999999994,33.59896067918086,0.0,0.0,0.0,18.2,26.9,24.7,0.0,Y,N,0,3,2,2015,125972.765,131376.78000000006,1.4088464733659287
2015-02-20,139465.675,33.538671531902025,139465.675,33.538671531902025,0.0,0.0,0.0,17.4,25.3,24.7,0.0,Y,N,0,4,2,2015,139399.68999999994,136070.62,1.4136472226738617
2015-02-21,136283.03,31.25281983934463,136283.03,31.25281983934463,0.0,0.0,0.0,18.1,36.1,20.0,0.0,Y,N,0,5,2,2015,139465.675,119692.025,1.1820933728422947
2015-02-22,138016.34999999998,32.40972720732,138016.34999999998,32.40972720732,0.0,0.0,0.0,20.3,35.3,11.7,1.6,Y,N,0,6,2,2015,136283.03,125287.70999999998,1.3082013487522839
2015-02-23,135255.815,28.41722912763491,132597.755,32.031875650534204,2658.06,-151.9,0.020833334,21.1,29.3,4.7,0.0,Y,N,0,0,2,2015,138016.34999999998,131832.62999999998,1.1073581799902068
2015-02-24,120263.51499999994,26.55901189774805,120263.51499999994,26.55901189774805,0.0,0.0,0.0,15.9,20.1,21.4,3.2,Y,N,0,1,2,2015,135255.815,127666.01,0.0165909776067088
2015-02-25,130062.75499999998,33.32324958709357,130062.75499999998,33.32324958709357,0.0,0.0,0.0,14.0,27.0,24.1,0.0,Y,N,0,2,2,2015,120263.51499999994,125972.765,0.7295362628721092
2015-02-26,131525.85499999998,39.086578343854896,131525.85499999998,39.086578343854896,0.0,0.0,0.0,16.0,23.2,18.5,0.0,Y,N,0,3,2,2015,130062.75499999998,139399.68999999994,0.8359843391384123
2015-02-27,131069.4,36.33901155418428,131069.4,36.33901155418428,0.0,0.0,0.0,14.8,24.3,21.7,0.0,Y,N,0,4,2,2015,131525.85499999998,139465.675,0.8027748820595155
2015-02-28,116275.73,25.1431307255607,116275.73,25.1431307255607,0.0,0.0,0.0,17.9,32.3,6.9,0.0,Y,N,0,5,2,2015,131069.4,136283.03,0.2735409626664181
2015-03-01,103462.78,24.586148145738974,103462.78,24.586148145738974,0.0,0.0,0.0,15.2,20.8,23.3,15.8,Y,N,0,6,3,2015,116275.73,138016.34999999998,1.2057492046159242
2015-03-02,123301.835,33.1665262325577,123301.835,33.1665262325577,0.0,0.0,0.0,11.6,23.0,22.0,0.0,Y,N,0,0,3,2015,103462.78,135255.815,0.23764443880651717
