date,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
20-01-2017,107937.685,2103.678611,107937.685,38.99311604,0,0,0,16.1,20.8,13.2,22.6,N,N
21-01-2017,96779.07,2507.548223,96779.07,46.47911443,0,0,0,15.3,22.6,25.1,0.6,N,N
22-01-2017,103291.61,3279.325493,103291.61,60.78453185,0,0,0,12.7,29.6,30.3,0,N,N
23-01-2017,141332.055,4268.221755,141332.055,79.11439769,0,0,0,17.8,36.7,19.2,0,N,N
24-01-2017,115664.16,3227.136977,115664.16,59.81718215,0,0,0,19.1,22,27.6,0.6,N,N
25-01-2017,111936.7,3176.313396,111936.7,58.87513245,0,0,0,13.5,21.1,29.8,0,N,N
26-01-2017,98590.06,2041.732233,98590.06,37.84489775,0,0,0,16.4,21.2,16.9,0,N,Y
27-01-2017,112513.82,3758.004967,112513.82,69.65718196,0,0,0,17,23.6,29.3,0,N,N
28-01-2017,108336.53,3995.674187,108336.53,74.06254286,0,0,0,15,29.2,29.2,0,N,N
29-01-2017,109020.58,4131.862567,109020.58,76.58688725,0,0,0,15.1,27,29.4,0,N,N
30-01-2017,124292.955,5188.295122,124292.955,96.16858429,0,0,0,17.8,30,3.7,0,N,N
31-01-2017,112863.01,3171.788858,112863.01,58.79126706,0,0,0,16.5,22.1,26.8,3,Y,N
01-02-2017,114133.73,3607.275202,114133.73,66.86330309,0,0,0,14.3,20.6,9.3,0,Y,N
02-02-2017,110669.27,4449.149339,110669.27,82.46801369,0,0,0,14.2,24.1,28.2,0,Y,N
03-02-2017,117452.27,4699.639236,117452.27,87.11101457,0,0,0,15.4,27.6,28.1,0,Y,N
04-02-2017,117361.7,4360.094012,117361.7,80.81731255,0,0,0,14.6,35.9,27.3,0,Y,N
05-02-2017,110384.275,6143.306203,110384.275,113.8703652,0,0,0,18.5,30.7,9.3,0,Y,N
06-02-2017,108761.37,4968.891886,108761.37,92.10179585,0,0,0,15.1,18,3.9,32.4,Y,N
07-02-2017,111543.81,3726.305505,111543.81,69.06961085,0,0,0,15.4,27.6,27.9,0,Y,N
08-02-2017,142213.66,7286.556018,142213.66,135.0612793,0,0,0,16.5,36,27.7,0,Y,N
09-02-2017,155060.61,8453.941341,151642.62,163.717084,3417.99,-154.64,0.020833334,20.3,36,24.4,0,Y,N
10-02-2017,138793.59,11509.66234,138793.59,213.3394317,0,0,0,18.7,27.1,21.3,0,Y,N
11-02-2017,111983.51,5265.951891,107317.045,103.0127787,4666.465,-26.6882882,0.041666668,18.5,24.6,21,0,Y,N
12-02-2017,89003.15,1071.722897,87262.245,26.62616161,1740.905,-319.03,0.020833334,15.1,19.9,12.6,2,Y,N
13-02-2017,104844.105,3724.779642,104844.105,69.04132793,0,0,0,14,21,20.5,0,Y,N
14-02-2017,111613.05,4892.935507,111613.05,90.69389262,0,0,0,14.5,19.5,15.6,0.6,Y,N
15-02-2017,116299.39,4264.444282,116299.39,79.04437965,0,0,0,10,31.5,26,0,Y,N
16-02-2017,119947.59,6090.255426,119947.59,112.8870329,0,0,0,14.9,23.6,23.2,0,Y,N
17-02-2017,111885.97,5056.874289,111885.97,93.73260963,0,0,0,13.7,25.5,18.4,0,Y,N
18-02-2017,95623.35,2687.68967,95623.35,49.81815886,0,0,0,13.3,18.9,16.1,0,Y,N
19-02-2017,91280.025,2865.835088,91280.025,53.12020553,0,0,0,11.7,17.3,9.9,0,Y,N
20-02-2017,105341.865,5056.555541,105341.865,93.72670141,0,0,0,11.6,20.3,22.4,3.6,Y,N
21-02-2017,112351.47,5570.252723,112351.47,103.2484286,0,0,0,10.1,24,25,0.2,Y,N
22-02-2017,116690.17,4211.220212,116690.17,78.05783525,0,0,0,12.8,33.3,23.1,0,Y,N
23-02-2017,117948.685,5522.417668,117948.685,102.3617733,0,0,0,15.9,25,23.5,0,Y,N
24-02-2017,111229.52,5298.47252,111229.52,98.21079741,0,0,0,15.8,20,13.2,1.4,Y,N
25-02-2017,95046.905,2460.621219,95046.905,45.60929044,0,0,0,13.7,19.4,23.9,0,Y,N
26-02-2017,100495.615,3022.625368,100495.615,56.02642017,0,0,0,13.2,29.8,24.2,0,Y,N
27-02-2017,131090.775,5208.876362,129066.085,98.15691619,2024.69,-5.88,0.020833334,15.6,33.1,23.9,0,Y,N
28-02-2017,140167.5,5392.067249,140167.5,99.94563946,0,0,0,17.3,33.6,23.6,0,Y,N
01-03-2017,137291.97,4639.915747,137291.97,86.00399901,0,0,0,16.6,30.5,23.7,0,Y,N
02-03-2017,127633.275,4612.641132,127633.275,85.49844546,0,0,0,17.7,23.3,22,0,Y,N
03-03-2017,124311.33,3988.485705,124311.33,73.92929944,0,0,0,18.1,28.6,18.1,0,Y,N
04-03-2017,116083.295,4186.284977,116083.295,77.59564369,0,0,0,16.1,27.4,23,0,Y,N
05-03-2017,103539.02,2452.607231,103539.02,45.4607457,0,0,0,17.6,25.4,16.8,0.2,Y,N
06-03-2017,116447.855,3055.412251,116447.855,56.63414738,0,0,0,17.7,27.4,22.3,0,Y,N
07-03-2017,117931.46,3102.995699,117931.46,57.516139,0,0,0,15,28.2,22.4,0,Y,N
08-03-2017,124370.765,3988.152975,124370.765,73.92313207,0,0,0,14.2,31.5,22.1,0,Y,N
09-03-2017,129649.25,4525.848589,129649.25,83.88968655,0,0,0,15,32.3,21.1,0,Y,N
10-03-2017,125346.075,4425.763305,125346.075,82.03453762,0,0,0,18.5,23.8,19.4,0,Y,N
11-03-2017,108816.81,2738.627493,108816.81,50.76232609,0,0,0,18,26.4,13.9,0,Y,N
12-03-2017,102617.51,2291.826242,100531.81,44.39154771,2085.7,-49.63,0.020833334,17.9,27.1,19.6,0,Y,N
13-03-2017,104468.9,3606.218805,104468.9,66.84372206,0,0,0,15.7,24.3,20.7,0.2,Y,Y
14-03-2017,133227.785,5472.815121,133227.785,101.4423563,0,0,0,18.8,32.7,20.8,0,Y,N
15-03-2017,139672.835,5503.559141,139672.835,102.0122176,0,0,0,20.8,33.2,18.9,0,Y,N
16-03-2017,124255.975,4741.882425,124255.975,87.89402085,0,0,0,21.7,23,4.8,1.8,Y,N
17-03-2017,111612.075,3816.750632,111612.075,70.74607288,0,0,0,15.8,22.1,20.1,0,Y,N
18-03-2017,107731.78,3715.919385,107731.78,68.87709703,0,0,0,12.4,30.8,19.9,0,Y,N
19-03-2017,113593.82,6534.532449,113593.82,121.1220102,0,0,0,14.5,33.5,19.7,0,Y,N
20-03-2017,131980.985,9971.226696,131980.985,184.8234791,0,0,0,19.3,28,11.3,0,Y,N
21-03-2017,127625.365,6091.154216,127625.365,112.9036926,0,0,0,19.9,26.1,6.1,4.4,Y,N
22-03-2017,114696.37,4154.165446,114696.37,77.00028631,0,0,0,17.8,21.8,7.3,9.2,Y,N
23-03-2017,111632.835,5277.554064,111632.835,97.82305958,0,0,0,16.2,25.1,17.2,0,Y,N
24-03-2017,115411.41,6390.356519,115411.41,118.4496111,0,0,0,13.9,24.7,16.1,0,Y,N
25-03-2017,107465.98,7487.977074,107465.98,138.7947558,0,0,0,15.3,29.7,13.5,0,Y,N
26-03-2017,104189.1,7956.577985,104189.1,147.4805929,0,0,0,19.3,26.7,14.6,0,Y,N
27-03-2017,116237.22,6396.430655,116237.22,118.5621993,0,0,0,19.3,31.9,7.6,0,Y,N
28-03-2017,111032.975,6576.808862,111032.975,121.9056323,0,0,0,11.9,24.3,17.8,4.2,Y,N
29-03-2017,109640.33,7218.416411,109640.33,133.7982653,0,0,0,13.9,27.2,14.7,0.2,Y,N
30-03-2017,107491.87,6214.511947,107491.87,115.1902122,0,0,0,10.2,17.9,13,3.4,Y,N
31-03-2017,110662.245,7834.568313,110662.245,145.2190605,0,0,0,10.1,17.9,12.3,2.8,N,N
01-04-2017,97402.265,5354.493357,97402.265,99.24918178,0,0,0,10,19,13.5,0,N,N
02-04-2017,94477.095,5012.803913,94477.095,92.91573517,0,0,0,11.7,18.2,10.1,0.4,N,N
03-04-2017,107895.525,5743.094022,107895.525,106.4521598,0,0,0,8.2,21.5,16.8,0,N,N
04-04-2017,113138.67,6617.586777,113138.67,122.6614787,0,0,0,10,24.4,16.4,0,N,N
05-04-2017,114191.35,7676.029019,114191.35,142.2804267,0,0,0,11,25.4,15.8,0,N,N
06-04-2017,114817.305,6807.518227,114817.305,126.1819875,0,0,0,12,26.6,13.5,0,N,N
07-04-2017,110160.025,5466.776212,110160.025,101.330421,0,0,0,12.7,26.2,15.6,0,N,N
08-04-2017,99084.74,5172.077396,99084.74,95.86797769,0,0,0,18.6,28.1,13.8,0,N,N
09-04-2017,96041.895,4024.21861,96041.895,74.59163318,0,0,0,11.7,15.2,6.5,10.6,N,N
10-04-2017,113287.055,6031.636366,113287.055,111.8004887,0,0,0,9,17,3,25.4,N,N
11-04-2017,114159.965,7015.489319,114159.965,130.0368734,0,0,0,12.3,18.5,13.5,15.4,N,N
12-04-2017,114335.995,6828.606823,114335.995,126.572879,0,0,0,10.8,19.3,14,0,N,N
13-04-2017,112704.045,6341.048329,112704.045,117.5356502,0,0,0,10.9,22.2,13.9,0,N,N
14-04-2017,97436.41,5921.82294,97436.41,109.7650221,0,0,0,13,17.9,8.9,0,N,Y
15-04-2017,99608.57,6300.434711,99608.57,116.7828491,0,0,0,11.8,17.3,9.7,0,N,Y
16-04-2017,96594.745,5160.123658,96594.745,95.64640701,0,0,0,9.9,22.6,10.1,0,N,Y
17-04-2017,99945.495,5641.993323,99945.495,104.5781895,0,0,0,11.1,18.3,10.9,0,N,Y
18-04-2017,111955.175,6086.892883,111955.175,112.8247059,0,0,0,9.5,20.4,13.7,0,N,N
19-04-2017,114436.97,5465.920102,114436.97,101.3145524,0,0,0,13,26.9,12.7,0,Y,N
20-04-2017,112816.68,5615.013662,112816.68,104.0781031,0,0,0,14.6,26.5,12.4,0,Y,N
21-04-2017,114522.44,7187.575032,114522.44,133.2265993,0,0,0,16.5,20.9,3.6,9.4,Y,N
22-04-2017,102528.4,6024.441276,102528.4,111.6671228,0,0,0,16.9,22.5,11.8,4.6,Y,N
23-04-2017,97356.565,4894.702824,97356.565,90.72665105,0,0,0,14.4,21.8,11.9,0,Y,N
24-04-2017,109421.815,6110.31964,109421.815,113.2589368,0,0,0,15.9,24.7,9.9,0,Y,N
25-04-2017,101548.735,4682.324414,101548.735,86.79007255,0,0,0,16.2,17.7,5.8,21.6,Y,Y
26-04-2017,116795.245,5432.694036,116795.245,100.6986846,0,0,0,10.1,14.5,6.4,20,Y,N
27-04-2017,126329.53,7859.58355,126329.53,145.6827349,0,0,0,8.3,15.6,7.1,15.4,Y,N
28-04-2017,120144.19,6517.673719,120144.19,120.8095221,0,0,0,9.4,19.8,6,0.4,Y,N
29-04-2017,104864.05,5439.221196,104864.05,100.81967,0,0,0,14.9,18.1,7.9,0.2,Y,N
30-04-2017,103756.535,5911.695089,103756.535,109.5772954,0,0,0,13.6,17.8,7.3,0,Y,N
01-05-2017,115103.775,5349.653624,115103.775,99.15947403,0,0,0,13.6,20.4,8.7,0,Y,N
02-05-2017,120718.64,5930.333401,120718.64,109.9227693,0,0,0,10.4,15.2,9.4,2.4,Y,N
03-05-2017,129196.445,6940.125603,129196.445,128.6399556,0,0,0,7.4,15.3,10.8,0.8,Y,N
04-05-2017,127260.05,6661.317973,127260.05,123.4720662,0,0,0,5.8,16.9,12,0,Y,N
05-05-2017,123150.385,5842.170045,123150.385,108.2886014,0,0,0,6.2,20.5,10.6,0,Y,N
06-05-2017,105013.07,4411.94076,105013.07,81.77832735,0,0,0,9.6,20,6.1,0.2,Y,N
07-05-2017,107424.07,5659.808338,107424.07,104.9084029,0,0,0,8.9,14.8,9.4,1.4,Y,N
08-05-2017,125858.27,7173.922137,125858.27,132.9735336,0,0,0,10.1,15.8,7.2,1.8,Y,N
09-05-2017,126760.71,7498.586866,126760.71,138.9914155,0,0,0,10.9,15.9,7.3,1.6,Y,N
10-05-2017,125747.735,8072.147287,125747.735,149.6227486,0,0,0,8.1,17.7,11.3,0,Y,N
11-05-2017,128753.13,9187.288189,128753.13,170.2926448,0,0,0,6.1,16.5,8.6,0,Y,N
12-05-2017,123523,6976.240889,123523,129.309377,0,0,0,5.9,19.5,9.9,0,Y,N
13-05-2017,109477.42,7030.592968,109477.42,130.3168298,0,0,0,8.4,15.6,10.1,0.2,Y,N
14-05-2017,107497.03,6847.198835,107497.03,126.9174946,0,0,0,6.4,15.1,7.7,0,Y,N
15-05-2017,125871.915,7263.937648,125871.915,134.6420324,0,0,0,6.3,16.9,8.2,0,Y,N
16-05-2017,127820.715,6922.589265,127820.715,128.3149076,0,0,0,5.6,18.2,9,0,Y,N
17-05-2017,125072.675,6680.876639,125072.675,123.8345994,0,0,0,7.6,17,3.8,0,Y,N
18-05-2017,122910.48,5818.093977,122910.48,107.8423351,0,0,0,10.7,20.2,9.8,0.8,Y,N
19-05-2017,123351.45,5202.951475,123351.45,96.44024977,0,0,0,10.2,17.8,2.5,0,Y,N
20-05-2017,109111.615,4754.930678,109111.615,88.1358791,0,0,0,10.2,19.3,9.8,0,Y,N
21-05-2017,105912.16,4142.398601,105912.16,76.78217982,0,0,0,10.8,18.7,6.8,0,Y,N
22-05-2017,113551.04,3934.653779,113551.04,72.93148803,0,0,0,10.4,20.3,10.1,0,Y,N
23-05-2017,119127.205,5224.390389,119127.205,96.83763464,0,0,0,12.8,19.3,7.4,0,Y,N
24-05-2017,121571.97,5569.854016,121571.97,103.2410383,0,0,0,11.7,17.1,8,0,Y,N
25-05-2017,124010.03,5854.600775,124010.03,108.5190134,0,0,0,13.7,18.5,5.7,0,Y,N
26-05-2017,123130.6,5108.861607,123130.6,94.69622997,0,0,0,13.1,18,8.2,0,Y,N
27-05-2017,104643.675,3283.4025,104643.675,60.86010195,0,0,0,11.9,17.8,8.3,0,Y,N
28-05-2017,110029.55,3902.831555,110029.55,72.34164142,0,0,0,10.2,15.3,7.6,6.8,Y,N
29-05-2017,130516.1,5183.773935,130516.1,96.084781,0,0,0,7.7,14.8,8,1.4,Y,N
30-05-2017,132762.38,5163.79589,132762.38,95.71447434,0,0,0,9.3,13.1,6.9,2.2,Y,N
31-05-2017,139030.795,6509.026044,139030.795,120.6492316,0,0,0,6.7,13,8.5,5.4,Y,N
01-06-2017,140202.735,6113.16159,140202.735,113.3116143,0,0,0,7.9,13.9,4.7,0.4,Y,N
02-06-2017,136856.8,5224.396473,136856.8,96.83774741,0,0,0,8,14.7,7.3,0,Y,N
03-06-2017,122161.405,5785.907122,122161.405,107.2457298,0,0,0,9.9,14.3,8.3,0,Y,N
04-06-2017,118953.95,5920.633549,118953.95,109.7429759,0,0,0,4.4,15.8,9.3,0,Y,N
05-06-2017,132877.45,5456.086368,132877.45,101.1322774,0,0,0,5.6,17.5,5,0,Y,N
06-06-2017,133274.53,5281.298237,133274.53,97.89246038,0,0,0,8.7,13.9,6.3,6.4,Y,N
07-06-2017,136116.12,5702.308267,136116.12,105.6961681,0,0,0,5.9,14.3,9.2,0,Y,N
08-06-2017,139511.78,5941.344737,139511.78,110.1268719,0,0,0,3.6,15,7.2,0,Y,N
09-06-2017,130994.54,5393.76647,130994.54,99.97713568,0,0,0,6.6,15,7.8,1.8,Y,N
10-06-2017,120698.915,5266.713597,120698.915,97.62212413,0,0,0,7,15.8,8.9,0,Y,N
11-06-2017,113374.465,4741.308813,113374.465,87.88338857,0,0,0,3.4,15.5,8.6,0.2,Y,N
12-06-2017,117691.685,5487.04403,117691.685,101.7060988,0,0,0,6,15.9,5.1,0,Y,Y
13-06-2017,135184.95,5931.86963,135184.95,109.9512443,0,0,0,8.8,15.1,6.6,0,Y,N
14-06-2017,136253.42,5049.168747,136253.42,93.58978215,0,0,0,4,17.4,8.9,0,Y,N
15-06-2017,135303.255,5548.070823,135303.255,102.837272,0,0,0,7.7,19,7.4,0,Y,N
16-06-2017,135269.635,5792.191987,135269.635,107.362224,0,0,0,6.6,17.1,8.9,0,Y,N
17-06-2017,121178.68,5626.315305,121178.68,104.2875868,0,0,0,4.2,15.5,9.2,0,Y,N
18-06-2017,116112.74,5050.633246,116112.74,93.61692763,0,0,0,5.4,16.3,7.9,0,Y,N
19-06-2017,134925.74,5177.554166,134925.74,95.96949334,0,0,0,7.1,16.1,6,0,Y,N
20-06-2017,131996.97,4628.793038,131996.97,85.79783203,0,0,0,6.4,15.8,9.2,0,Y,N
21-06-2017,139814.3,5770.854799,139814.3,106.9667247,0,0,0,7.8,13.5,5,0.6,Y,N
22-06-2017,140348.57,5117.641297,140348.57,94.85896751,0,0,0,6.7,14.1,6.7,0.2,Y,N
23-06-2017,132029.575,4330.563193,132029.575,80.26993871,0,0,0,7.4,14.9,8.2,0,Y,N
24-06-2017,122393.325,4584.182453,122393.325,84.97094445,0,0,0,8.3,12.3,7.3,1.4,Y,N
25-06-2017,118103.865,3931.364305,118103.865,72.87051538,0,0,0,8.6,14.3,5.3,0,Y,N
26-06-2017,138040.38,5627.820929,138040.38,104.3154945,0,0,0,8.8,12.6,7.8,1.4,Y,N
27-06-2017,144526.63,5405.754427,144526.63,100.1993406,0,0,0,6,12.1,4.4,0,Y,N
28-06-2017,141351.895,5316.130669,141351.895,98.53810322,0,0,0,6.8,14.1,5.4,0,Y,N
29-06-2017,138124.06,5531.225883,138124.06,102.5250395,0,0,0,9.2,13.7,5,0,Y,N
30-06-2017,139275.775,6726.704193,139275.775,124.6840444,0,0,0,7.1,12.3,8.4,4.4,N,N
01-07-2017,125949.5,6191.144315,125949.5,114.7570772,0,0,0,1.1,12.7,9.3,0,N,N
02-07-2017,120137.45,5940.395781,120137.45,110.1092823,0,0,0,0.8,14.3,9.2,0,N,N
03-07-2017,139765.32,8125.558726,139765.32,150.612766,0,0,0,3.8,13.9,3.9,0,N,N
04-07-2017,134029.805,7150.830703,134029.805,132.5455181,0,0,0,9,16.2,6.4,3,N,N
05-07-2017,134084.665,7886.201977,134084.665,146.1761256,0,0,0,10.1,15.8,6.5,0,N,N
06-07-2017,137899.715,7643.602161,137899.715,141.6793728,0,0,0,4.8,15,8.7,0,N,N
07-07-2017,134078.07,7081.767329,134078.07,131.2653815,0,0,0,8,14.2,9.4,0,N,N
08-07-2017,123687.97,6966.855425,123687.97,129.135411,0,0,0,5.3,13.5,5.1,0,N,N
09-07-2017,116064.03,6211.242049,116064.03,115.1296024,0,0,0,7.3,14.6,7.3,0.8,N,N
10-07-2017,133132.325,6688.393367,133132.325,123.9739271,0,0,0,7,16,5.7,0,N,N
11-07-2017,137352.78,8021.258765,137352.78,148.6794952,0,0,0,6.9,14.3,9.7,0.4,N,N
12-07-2017,138152.105,6363.577423,138152.105,117.9532423,0,0,0,3.2,15.1,9.8,0,N,N
13-07-2017,134622.39,5726.725787,134622.39,106.1487634,0,0,0,4.8,13.3,5.5,0,N,N
14-07-2017,131387.745,6009.759312,131387.745,111.3949826,0,0,0,9.9,15.9,8.6,2,N,N
15-07-2017,124486.695,7342.948463,124486.695,136.1065517,0,0,0,4.5,12,9.4,0,N,N
16-07-2017,119927.64,5510.945957,119927.64,102.1491373,0,0,0,3,12.5,7.8,0,N,N
17-07-2017,131868.24,5386.995845,131868.24,99.85163753,0,0,0,5.7,15.3,6.3,0,N,N
18-07-2017,136121.835,5934.336689,136121.835,109.9969729,0,0,0,9.7,14.5,5.8,0.2,Y,N
19-07-2017,133906.26,5910.791693,133906.26,109.5605504,0,0,0,8.9,13.2,7.7,5,Y,N
20-07-2017,139316.29,7215.084231,139316.29,133.736501,0,0,0,7.9,10.7,5.9,0.6,Y,N
21-07-2017,140073.895,7023.896755,140073.895,130.1927109,0,0,0,3.3,13.8,10.3,4.2,Y,N
22-07-2017,122397.13,4944.84555,122397.13,91.65608062,0,0,0,5.4,12.4,7,0,Y,N
23-07-2017,118007.665,5820.791327,118007.665,107.8923323,0,0,0,8.4,14.1,5.4,0,Y,N
24-07-2017,136330.59,6617.209054,136330.59,122.6544774,0,0,0,8.1,16.1,8.3,7,Y,N
25-07-2017,129699.265,6098.163337,129699.265,113.0336114,0,0,0,9.8,17.2,9,0,Y,N
26-07-2017,133198.34,6327.301496,133198.34,117.2808433,0,0,0,10.9,15,8.7,2.4,Y,N
27-07-2017,136003.915,6329.169814,136003.915,117.3154738,0,0,0,4.4,14.2,8.7,2,Y,N
28-07-2017,130432.05,6005.010937,130432.05,111.3069682,0,0,0,6.2,14.3,9.8,2.8,Y,N
29-07-2017,111331.235,5041.794792,111331.235,93.45310086,0,0,0,9.7,17.9,10.1,0,Y,N
30-07-2017,107580.495,4931.90217,107580.495,91.41616627,0,0,0,11.3,18.1,8.3,0,Y,N
31-07-2017,132276.88,7416.86743,132276.88,137.4766901,0,0,0,6.7,14.8,11.5,0,Y,N
01-08-2017,137617.88,7443.774159,137617.88,137.9754246,0,0,0,3.5,15.5,11.5,0,Y,N
02-08-2017,140729.185,6122.911394,140729.185,113.4923335,0,0,0,3.4,12.9,7.5,0,Y,N
03-08-2017,151355.43,9130.164971,151355.43,169.2338271,0,0,0,3.1,9,4.4,0,Y,N
04-08-2017,141647.895,5953.475668,141647.895,110.3517269,0,0,0,4.3,12.1,7.2,6.6,Y,N
05-08-2017,116696.455,4465.262022,116696.455,82.76667325,0,0,0,8.8,14.2,11.7,0,Y,N
06-08-2017,117351.14,4650.60882,117351.14,86.20220241,0,0,0,9,13,8.2,0,Y,N
07-08-2017,138963.175,6014.832332,138963.175,111.4890145,0,0,0,7.7,12.3,7.3,4.2,Y,N
08-08-2017,139108.435,6018.196688,139108.435,111.5513751,0,0,0,7.9,15,7.5,2.2,Y,N
09-08-2017,130044.375,5680.02335,130044.375,105.283102,0,0,0,8.9,16.8,11.5,0,Y,N
10-08-2017,122361.925,4689.147782,122361.925,86.91654833,0,0,0,11.4,18.8,8.4,0,Y,N
11-08-2017,122862.345,4258.038031,122862.345,78.92563543,0,0,0,10.3,16.4,9.3,0,Y,N
12-08-2017,113669.45,4160.81773,113669.45,77.12359093,0,0,0,10.3,17.9,9.9,2.8,Y,N
13-08-2017,106274.56,3684.470565,106274.56,68.29417174,0,0,0,9.4,18.7,11.1,2,Y,N
14-08-2017,121533.955,5470.508312,121533.955,101.399598,0,0,0,12.3,20.1,12.6,0,Y,N
15-08-2017,127193.3,5345.699098,127193.3,99.0861742,0,0,0,10.4,17.5,3.2,0.2,Y,N
16-08-2017,121445.38,3893.291894,121445.38,72.16481732,0,0,0,12.1,18.1,10.9,0.8,Y,N
17-08-2017,129223.805,3976.900515,129223.805,73.71456005,0,0,0,9.3,15.6,9.1,1.8,Y,N
18-08-2017,133562.985,4969.202049,133562.985,92.10754493,0,0,0,8,12.2,9.4,2.8,Y,N
19-08-2017,124852.67,5285.424052,124852.67,97.96893516,0,0,0,5.9,11.8,11.6,7.2,Y,N
20-08-2017,119798.995,5007.416634,119798.995,92.81587829,0,0,0,5.1,13.3,13.9,2,Y,N
21-08-2017,140410.295,5875.515603,140410.295,108.906684,0,0,0,6.8,12.7,7.9,0.6,Y,N
22-08-2017,133809.455,5823.260293,133809.455,107.9380963,0,0,0,5.7,16.8,11.1,1.6,Y,N
23-08-2017,133056.82,5753.633188,133056.82,106.6475104,0,0,0,8.3,18.1,9.7,0,Y,N
24-08-2017,135619.94,6415.663529,135619.94,118.9186938,0,0,0,5.2,13.3,13,9.2,Y,N
25-08-2017,133666.575,6483.297142,133666.575,120.1723289,0,0,0,4.9,15,13.3,0.6,Y,N
26-08-2017,117444.1,5052.824385,117444.1,93.65754189,0,0,0,9.9,15.3,8.5,0,Y,N
27-08-2017,115177.935,5023.687927,115177.935,93.11747779,0,0,0,5.8,10.7,11.8,7.8,Y,N
28-08-2017,139414.495,8815.929605,139414.495,163.4092605,0,0,0,5.8,11.8,14.6,0.6,Y,N
29-08-2017,139814.04,7760.601756,139814.04,143.84804,0,0,0,5.4,12.9,9.1,0,Y,N
30-08-2017,137513.465,6382.019379,137513.465,118.2950765,0,0,0,7.7,13.8,12.3,0.6,Y,N
31-08-2017,133982.255,6227.216559,133982.255,115.4257008,0,0,0,4,16.7,15.9,0.2,Y,N
01-09-2017,128707.425,5517.906902,128707.425,102.2781632,0,0,0,3.7,17,14.4,0,Y,N
02-09-2017,114098.115,4819.34901,114098.115,89.32991678,0,0,0,7.3,18.4,6.3,0,Y,N
03-09-2017,103964.33,3618.59523,103964.33,67.07312753,0,0,0,13.4,17.2,6.3,0,Y,N
04-09-2017,128001.055,5061.946202,128001.055,93.82662098,0,0,0,8.8,13.7,13.4,0.4,Y,N
05-09-2017,137696.67,5157.728879,137696.67,95.60201814,0,0,0,6.5,13.3,11,0.2,Y,N
06-09-2017,134819.945,5449.887451,134819.945,101.0173763,0,0,0,6.7,15.1,11,4.8,Y,N
07-09-2017,133405.72,5018.712503,133405.72,93.02525491,0,0,0,7.9,15.2,9.5,0.8,Y,N
08-09-2017,132543.1,5525.34756,132543.1,102.4160808,0,0,0,8,13.5,13.1,3.2,Y,N
09-09-2017,120454.01,5228.307671,120454.01,96.91024413,0,0,0,7.1,14.9,15.9,1.2,Y,N
10-09-2017,114584.065,4957.136911,114584.065,91.88390937,0,0,0,5.3,16.1,12.3,0.2,Y,N
11-09-2017,127169.03,4676.686924,127169.03,86.68557783,0,0,0,8.1,18.1,7,0,Y,N
12-09-2017,130906.89,5113.001659,130906.89,94.77296866,0,0,0,12.2,19.9,3.5,0.2,Y,N
13-09-2017,127192.315,4767.126444,127192.315,88.36193594,0,0,0,13.3,16.4,8.2,2,Y,N
14-09-2017,131986.805,4832.496323,131986.805,89.57361118,0,0,0,5.8,15.3,10.8,1.4,Y,N
15-09-2017,128761.605,4814.29305,128761.605,89.23620112,0,0,0,9.6,16.7,7,0,Y,N
16-09-2017,111301.56,4834.329326,111301.56,89.60758713,0,0,0,7.4,13.3,16.7,21.4,Y,N
17-09-2017,104766,4073.74286,104766,75.50959889,0,0,0,4,18.1,19,0.2,Y,N
18-09-2017,115123.54,4304.317014,115123.54,79.7834479,0,0,0,10.5,22,15.7,0,Y,N
19-09-2017,124033.955,4983.510867,124033.955,92.37276862,0,0,0,9,13.9,16.6,0.2,Y,N
20-09-2017,123461.38,4456.033207,123461.38,82.59561088,0,0,0,6,19.2,17.3,0,Y,N
21-09-2017,119309.93,4043.971639,119309.93,74.95776902,0,0,0,11.6,23.6,13,0,Y,N
22-09-2017,116611.25,4061.847978,116611.25,75.28911916,0,0,0,12.8,25.6,15.6,0,N,N
23-09-2017,101012.29,3399.788525,101012.29,63.0173962,0,0,0,14.8,30.6,17.3,0,N,N
24-09-2017,92608.24,2330.496903,92608.24,43.1973476,0,0,0,12.9,19.9,12,0.4,N,N
25-09-2017,119126.485,3843.455495,119126.485,71.24106571,0,0,0,10.3,14.2,10.9,1.6,N,N
26-09-2017,124452.94,4305.222153,124452.94,79.80022526,0,0,0,5,15.1,20.4,0.4,N,N
27-09-2017,119028.07,3913.830216,119028.07,72.5455091,0,0,0,9.6,24.6,11.7,0,N,N
28-09-2017,116655.855,3325.993577,116655.855,61.64955658,0,0,0,10.4,18.5,12.8,0,N,N
29-09-2017,102847.255,2300.140751,102847.255,42.63467565,0,0,0,10.6,18.4,14.5,0,N,Y
30-09-2017,100701.82,2552.371453,100701.82,47.30994353,0,0,0,11,15.4,16.1,1,N,N
01-10-2017,103556.74,3182.490408,103556.74,58.98962758,0,0,0,9.7,17.2,9.2,0,N,N
02-10-2017,119226.42,4019.12169,119226.42,74.49715829,0,0,0,9.5,16.4,16.4,0,N,N
03-10-2017,118856.415,4265.240929,118856.415,79.05914605,0,0,0,6.8,22.3,21.8,0,N,N
04-10-2017,114604.62,3836.316158,114604.62,71.10873323,0,0,0,8.5,20.8,21.6,0,N,N
